unique_tree_id,id_parcela,monitoreo,monitoreo_label,familia,especie,nombre_comun,meses_desde_inicio,elevacion_m,coord_x,coord_y,altura_anterior,copa_anterior,fito_Bueno,fito_Malo,fito_Regular,gremio_Inicial,gremio_Intermedia,gremio_Tardía,loc_Guayabal,loc_San Antonio,loc_Tres Jotas,crecimiento_altura,crecimiento_copa,altura_actual,copa_actual
Guayabal_P5_I22.0,5,3,M3,Melastomataceae,Miconia theaezans,Nigüito,12,2691,4735841.094804,2199357.208658,0.3,0.19,1,0,0,1,0,0,1,0,0,0.2600000000000001,0.09000000000000002,0.56,0.28
Guayabal_P5_I22.0,5,4,M4,Melastomataceae,Miconia theaezans,Nigüito,18,2691,4735841.094804,2199357.208658,0.56,0.28,1,0,0,1,0,0,1,0,0,0.3099999999999999,0.32,0.8699999999999999,0.6000000000000001
Guayabal_P5_I24.0,5,2,M2,Fabaceae,Inga punctata,Guamo,6,2691,4735836.096818,2199358.116295,0.2,0.19,1,0,0,0,1,0,1,0,0,0.09999999999999998,0.01000000000000001,0.3,0.2
Guayabal_P5_I24.0,5,3,M3,Fabaceae,Inga punctata,Guamo,12,2691,4735836.096818,2199358.116295,0.3,0.2,1,0,0,0,1,0,1,0,0,0.16,0.22,0.45999999999999996,0.42000000000000004
Guayabal_P5_I24.0,5,4,M4,Fabaceae,Inga punctata,Guamo,18,2691,4735836.096818,2199358.116295,0.46,0.42,1,0,0,0,1,0,1,0,0,0.4,0.15,0.8600000000000001,0.57
Guayabal_P5_I25.0,5,2,M2,Chloranthaceae,Hedyosmum racemosum,Silvo silvo,6,2691,4735833.609723,2199358.513033,0.42,0.1,1,0,0,0,1,0,1,0,0,0.08000000000000002,0.01999999999999999,0.5,0.12
Guayabal_P5_I25.0,5,3,M3,Chloranthaceae,Hedyosmum racemosum,Silvo silvo,12,2691,4735833.609723,2199358.513033,0.5,0.12,1,0,0,0,1,0,1,0,0,0.01000000000000001,0.07,0.51,0.19
Guayabal_P5_I25.0,5,4,M4,Chloranthaceae,Hedyosmum racemosum,Silvo silvo,18,2691,4735833.609723,2199358.513033,0.51,0.19,1,0,0,0,1,0,1,0,0,0.11,0.12,0.62,0.31
Guayabal_P5_I26.0,5,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2691,4735830.672798,2199360.021238,0.25,0.18,0,1,0,1,0,0,1,0,0,0.39,0.02000000000000002,0.64,0.2
Guayabal_P5_I26.0,5,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2691,4735830.672798,2199360.021238,0.64,0.2,1,0,0,1,0,0,1,0,0,0.6,0.6499999999999999,1.24,0.8499999999999999
Guayabal_P5_I26.0,5,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2691,4735830.672798,2199360.021238,1.24,0.85,1,0,0,1,0,0,1,0,0,1.32,0.6,2.56,1.45
Guayabal_P5_I27.0,5,2,M2,Lauraceae,Persea caerulea,Aguacatillo,6,2691,4735829.984901,2199361.873324,0.25,0.2,0,1,0,0,1,0,1,0,0,0.25,-0.18,0.5,0.020000000000000018
Guayabal_P5_I28.0,5,2,M2,Fabaceae,Inga punctata,Guamo,6,2691,4735828.450306,2199362.481917,0.25,0.1,1,0,0,0,1,0,1,0,0,0.07,0.04999999999999999,0.32,0.15
Guayabal_P5_I28.0,5,3,M3,Fabaceae,Inga punctata,Guamo,12,2691,4735828.450306,2199362.481917,0.32,0.15,0,0,1,0,1,0,1,0,0,0.06,0.1,0.38,0.25
Guayabal_P5_I28.0,5,4,M4,Fabaceae,Inga punctata,Guamo,18,2691,4735828.450306,2199362.481917,0.38,0.25,1,0,0,0,1,0,1,0,0,0.25,0.09999999999999998,0.63,0.35
Guayabal_P5_I29.0,5,2,M2,Lauraceae,Persea caerulea,Aguacatillo,6,2691,4735826.995081,2199364.572077,0.25,0.15,1,0,0,0,1,0,1,0,0,0.13,0.0,0.38,0.15
Guayabal_P5_I29.0,5,3,M3,Lauraceae,Persea caerulea,Aguacatillo,12,2691,4735826.995081,2199364.572077,0.38,0.15,1,0,0,0,1,0,1,0,0,0.01000000000000001,0.0,0.39,0.15
Guayabal_P5_I29.0,5,4,M4,Lauraceae,Persea caerulea,Aguacatillo,18,2691,4735826.995081,2199364.572077,0.39,0.15,1,0,0,0,1,0,1,0,0,0.06,0.01000000000000001,0.45,0.16
Guayabal_P5_I3.0,5,2,M2,Fabaceae,Senna viarum,Alcaparro,6,2691,4735804.637666,2199380.420661,0.37,0.15,1,0,0,0,0,1,1,0,0,0.36,0.25,0.73,0.4
Guayabal_P5_I3.0,5,3,M3,Fabaceae,Senna viarum,Alcaparro,12,2691,4735804.637666,2199380.420661,0.73,0.4,1,0,0,0,0,1,1,0,0,0.48,0.5,1.21,0.9
Guayabal_P5_I3.0,5,4,M4,Fabaceae,Senna viarum,Alcaparro,18,2691,4735804.637666,2199380.420661,1.21,0.9,1,0,0,0,0,1,1,0,0,0.1600000000000001,0.0,1.37,0.9
Guayabal_P5_I30.0,5,2,M2,Bignoniaceae,Delostoma roseum,Chicalá azul,6,2691,4735825.486983,2199366.133075,0.2,0.1,1,0,0,1,0,0,1,0,0,0.01999999999999999,0.07999999999999999,0.22,0.18
Guayabal_P5_I30.0,5,3,M3,Bignoniaceae,Delostoma roseum,Chicalá azul,12,2691,4735825.486983,2199366.133075,0.22,0.18,1,0,0,1,0,0,1,0,0,0.01999999999999999,0.1,0.24,0.28
Guayabal_P5_I30.0,5,4,M4,Bignoniaceae,Delostoma roseum,Chicalá azul,18,2691,4735825.486983,2199366.133075,0.24,0.28,1,0,0,1,0,0,1,0,0,0.28,0.04999999999999999,0.52,0.33
Guayabal_P5_I31.0,5,2,M2,Lauraceae,Persea caerulea,Aguacatillo,6,2691,4735824.111108,2199367.667719,0.32,0.13,1,0,0,0,1,0,1,0,0,0.02000000000000002,0.01999999999999999,0.34,0.15
Guayabal_P5_I31.0,5,3,M3,Lauraceae,Persea caerulea,Aguacatillo,12,2691,4735824.111108,2199367.667719,0.34,0.15,1,0,0,0,1,0,1,0,0,0.0,0.0,0.34,0.15
Guayabal_P5_I32.0,5,2,M2,Fabaceae,Inga punctata,Guamo,6,2691,4735822.814689,2199369.546286,0.25,0.12,0,0,1,0,1,0,1,0,0,0.18,0.05000000000000002,0.43,0.17
Guayabal_P5_I32.0,5,3,M3,Fabaceae,Inga punctata,Guamo,12,2691,4735822.814689,2199369.546286,0.43,0.17,1,0,0,0,1,0,1,0,0,0.0,-0.01000000000000001,0.43,0.16
Guayabal_P5_I32.0,5,4,M4,Fabaceae,Inga punctata,Guamo,18,2691,4735822.814689,2199369.546286,0.43,0.16,1,0,0,0,1,0,1,0,0,0.02000000000000002,0.28,0.45,0.44000000000000006
Guayabal_P5_I33.0,5,2,M2,Solanaceae,Solanum sycophanta,Tachuelo,6,2691,4735821.015529,2199371.26606,0.21,0.12,1,0,0,0,1,0,1,0,0,0.01000000000000001,0.03,0.22,0.15
Guayabal_P5_I33.0,5,3,M3,Solanaceae,Solanum sycophanta,Tachuelo,12,2691,4735821.015529,2199371.26606,0.22,0.15,1,0,0,0,1,0,1,0,0,0.18,0.1,0.4,0.25
Guayabal_P5_I33.0,5,4,M4,Solanaceae,Solanum sycophanta,Tachuelo,18,2691,4735821.015529,2199371.26606,0.4,0.25,1,0,0,0,1,0,1,0,0,0.09999999999999998,0.12,0.5,0.37
Guayabal_P5_I34.0,5,2,M2,Bignoniaceae,Delostoma integrifolium,Navajuelo,6,2691,4735819.242812,2199372.932943,0.27,0.13,1,0,0,1,0,0,1,0,0,-0.01000000000000001,0.0,0.26,0.13
Guayabal_P5_I34.0,5,3,M3,Bignoniaceae,Delostoma integrifolium,Navajuelo,12,2691,4735819.242812,2199372.932943,0.26,0.13,1,0,0,1,0,0,1,0,0,0.02000000000000002,0.04000000000000001,0.28,0.17
Guayabal_P5_I34.0,5,4,M4,Bignoniaceae,Delostoma integrifolium,Navajuelo,18,2691,4735819.242812,2199372.932943,0.28,0.17,1,0,0,1,0,0,1,0,0,0.0,0.1,0.28,0.27
Guayabal_P5_I35.0,5,2,M2,Lauraceae,Persea caerulea,Aguacatillo,6,2691,4735817.575895,2199374.229423,0.25,0.12,1,0,0,0,1,0,1,0,0,0.15,0.03,0.4,0.15
Guayabal_P5_I36.0,5,2,M2,Fabaceae,Inga punctata,Guamo,6,2691,4735816.067838,2199375.658174,0.44,0.18,1,0,0,0,1,0,1,0,0,0.09000000000000002,0.07,0.53,0.25
Guayabal_P5_I36.0,5,3,M3,Fabaceae,Inga punctata,Guamo,12,2691,4735816.067838,2199375.658174,0.53,0.25,1,0,0,0,1,0,1,0,0,0.25,0.15,0.78,0.4
Guayabal_P5_I36.0,5,4,M4,Fabaceae,Inga punctata,Guamo,18,2691,4735816.067838,2199375.658174,0.78,0.4,1,0,0,0,1,0,1,0,0,0.51,0.04999999999999999,1.29,0.45
Guayabal_P5_I37.0,5,2,M2,Lauraceae,Persea caerulea,Aguacatillo,6,2691,4735813.845252,2199377.245705,0.25,0.25,1,0,0,0,1,0,1,0,0,0.08000000000000002,-0.1,0.33,0.15
Guayabal_P5_I37.0,5,3,M3,Lauraceae,Persea caerulea,Aguacatillo,12,2691,4735813.845252,2199377.245705,0.33,0.15,1,0,0,0,1,0,1,0,0,0.0,0.0,0.33,0.15
Guayabal_P5_I37.0,5,4,M4,Lauraceae,Persea caerulea,Aguacatillo,18,2691,4735813.845252,2199377.245705,0.33,0.15,0,0,1,0,1,0,1,0,0,0.0,0.5499999999999999,0.33,0.7
Guayabal_P5_I38.0,5,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2691,4735811.702093,2199378.674363,0.24,0.3,1,0,0,1,0,0,1,0,0,0.81,0.5,1.05,0.8
Guayabal_P5_I38.0,5,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2691,4735811.702093,2199378.674363,1.05,0.8,1,0,0,1,0,0,1,0,0,0.76,0.04999999999999993,1.81,0.85
Guayabal_P5_I38.0,5,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2691,4735811.702093,2199378.674363,1.81,0.85,1,0,0,1,0,0,1,0,0,0.9100000000000001,0.5499999999999999,2.72,1.4
Guayabal_P5_I39.0,5,2,M2,Fabaceae,Inga punctata,Guamo,6,2691,4735809.241478,2199380.420644,0.25,0.22,0,0,1,0,1,0,1,0,0,0.17,0.0,0.42000000000000004,0.22
Guayabal_P5_I39.0,5,3,M3,Fabaceae,Inga punctata,Guamo,12,2691,4735809.241478,2199380.420644,0.42,0.22,1,0,0,0,1,0,1,0,0,0.0,0.03,0.42,0.25
Guayabal_P5_I39.0,5,4,M4,Fabaceae,Inga punctata,Guamo,18,2691,4735809.241478,2199380.420644,0.42,0.25,1,0,0,0,1,0,1,0,0,0.0,0.0,0.42,0.25
Guayabal_P5_I4.0,5,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2691,4735807.17778,2199380.658742,0.35,0.32,1,0,0,1,0,0,1,0,0,0.7000000000000001,0.33,1.05,0.65
Guayabal_P5_I4.0,5,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2691,4735807.17778,2199380.658742,1.05,0.65,1,0,0,1,0,0,1,0,0,0.48,0.06999999999999995,1.53,0.72
Guayabal_P5_I4.0,5,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2691,4735807.17778,2199380.658742,1.53,0.72,1,0,0,1,0,0,1,0,0,0.0,0.3600000000000001,1.53,1.08
Guayabal_P5_I40.0,5,2,M2,Chloranthaceae,Hedyosmum racemosum,Silvo silvo,6,2691,4735806.092972,2199381.822995,0.35,0.1,1,0,0,0,1,0,1,0,0,0.06,0.0,0.41,0.1
Guayabal_P5_I42.0,5,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2691,4735801.409779,2199380.764577,0.21,0.25,1,0,0,1,0,0,1,0,0,0.8200000000000001,0.37,1.03,0.62
Guayabal_P5_I42.0,5,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2691,4735801.409779,2199380.764577,1.03,0.62,1,0,0,1,0,0,1,0,0,0.6399999999999999,-0.15,1.67,0.47
Guayabal_P5_I42.0,5,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2691,4735801.409779,2199380.764577,1.67,0.47,1,0,0,1,0,0,1,0,0,1.08,0.73,2.75,1.2
Guayabal_P5_I43.0,5,2,M2,Ericaceae,Cavendishia bracteata,Uvito de monte,6,2691,4735799.332809,2199380.142926,0.2,0.12,1,0,0,1,0,0,1,0,0,0.23,0.16,0.43000000000000005,0.28
Guayabal_P5_I43.0,5,3,M3,Ericaceae,Cavendishia bracteata,Uvito de monte,12,2691,4735799.332809,2199380.142926,0.43,0.28,1,0,0,1,0,0,1,0,0,0.11,-0.08000000000000002,0.54,0.2
Guayabal_P5_I43.0,5,4,M4,Ericaceae,Cavendishia bracteata,Uvito de monte,18,2691,4735799.332809,2199380.142926,0.54,0.2,1,0,0,1,0,0,1,0,0,0.21,0.22,0.75,0.42000000000000004
Guayabal_P5_I44.0,5,2,M2,Melastomataceae,Miconia theaezans,Nigüito,6,2691,4735799.994257,2199381.862716,0.2,0.09,1,0,0,1,0,0,1,0,0,0.13,0.05000000000000002,0.33,0.14
Guayabal_P5_I44.0,5,3,M3,Melastomataceae,Miconia theaezans,Nigüito,12,2691,4735799.994257,2199381.862716,0.33,0.14,1,0,0,1,0,0,1,0,0,0.17,0.18,0.5,0.32
Guayabal_P5_I44.0,5,4,M4,Melastomataceae,Miconia theaezans,Nigüito,18,2691,4735799.994257,2199381.862716,0.5,0.32,1,0,0,1,0,0,1,0,0,0.1899999999999999,0.28,0.69,0.6000000000000001
Guayabal_P5_I45.0,5,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2691,4735801.780185,2199382.246302,0.21,0.28,1,0,0,1,0,0,1,0,0,0.4500000000000001,0.34,0.6600000000000001,0.6200000000000001
Guayabal_P5_I45.0,5,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2691,4735801.780185,2199382.246302,0.66,0.62,1,0,0,1,0,0,1,0,0,0.34,0.09999999999999998,1.0,0.72
Guayabal_P5_I45.0,5,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2691,4735801.780185,2199382.246302,1.0,0.72,1,0,0,1,0,0,1,0,0,0.6299999999999999,0.53,1.63,1.25
Guayabal_P5_I46.0,5,2,M2,Bignoniaceae,Delostoma roseum,Chicalá azul,6,2691,4735804.082071,2199382.643135,0.21,0.12,1,0,0,1,0,0,1,0,0,0.0,0.0,0.21,0.12
Guayabal_P5_I46.0,5,3,M3,Bignoniaceae,Delostoma roseum,Chicalá azul,12,2691,4735804.082071,2199382.643135,0.21,0.12,1,0,0,1,0,0,1,0,0,0.09,0.04000000000000001,0.3,0.16
Guayabal_P5_I46.0,5,4,M4,Bignoniaceae,Delostoma roseum,Chicalá azul,18,2691,4735804.082071,2199382.643135,0.3,0.16,1,0,0,1,0,0,1,0,0,0.13,0.18,0.43,0.33999999999999997
Guayabal_P5_I47.0,5,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2691,4735805.749035,2199383.436912,0.2,0.25,1,0,0,1,0,0,1,0,0,0.5700000000000001,0.41,0.77,0.6599999999999999
Guayabal_P5_I47.0,5,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2691,4735805.749035,2199383.436912,0.77,0.66,1,0,0,1,0,0,1,0,0,0.5900000000000001,0.04999999999999993,1.36,0.71
Guayabal_P5_I47.0,5,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2691,4735805.749035,2199383.436912,1.36,0.71,1,0,0,1,0,0,1,0,0,0.9799999999999998,0.6000000000000001,2.34,1.31
Guayabal_P5_I48.0,5,2,M2,Melastomataceae,Miconia theaezans,Nigüito,6,2691,4735808.130333,2199383.198761,0.2,0.18,1,0,0,1,0,0,1,0,0,0.24,0.02000000000000002,0.44,0.2
Guayabal_P5_I48.0,5,3,M3,Melastomataceae,Miconia theaezans,Nigüito,12,2691,4735808.130333,2199383.198761,0.44,0.2,1,0,0,1,0,0,1,0,0,0.3,0.11,0.74,0.31
Guayabal_P5_I48.0,5,4,M4,Melastomataceae,Miconia theaezans,Nigüito,18,2691,4735808.130333,2199383.198761,0.74,0.31,1,0,0,1,0,0,1,0,0,0.27,0.15,1.01,0.45999999999999996
Guayabal_P5_I49.0,5,2,M2,Ericaceae,Cavendishia bracteata,Uvito de monte,6,2691,4735809.55897,2199382.166889,0.24,0.12,1,0,0,1,0,0,1,0,0,0.3,0.21,0.54,0.32999999999999996
Guayabal_P5_I49.0,5,3,M3,Ericaceae,Cavendishia bracteata,Uvito de monte,12,2691,4735809.55897,2199382.166889,0.54,0.33,1,0,0,1,0,0,1,0,0,0.11,0.08999999999999997,0.65,0.42
Guayabal_P5_I49.0,5,4,M4,Ericaceae,Cavendishia bracteata,Uvito de monte,18,2691,4735809.55897,2199382.166889,0.65,0.42,1,0,0,1,0,0,1,0,0,0.03000000000000003,0.0,0.68,0.42
Guayabal_P5_I5.0,5,2,M2,Meliaceae,Cedrela montana,Cedro,6,2691,4735809.87648,2199378.436237,0.2,0.25,1,0,0,0,0,1,1,0,0,0.13,0.15,0.33,0.4
Guayabal_P5_I5.0,5,3,M3,Meliaceae,Cedrela montana,Cedro,12,2691,4735809.87648,2199378.436237,0.33,0.4,1,0,0,0,0,1,1,0,0,0.01999999999999996,0.07999999999999996,0.35,0.48
Guayabal_P5_I5.0,5,4,M4,Meliaceae,Cedrela montana,Cedro,18,2691,4735809.87648,2199378.436237,0.35,0.48,1,0,0,0,0,1,1,0,0,0.05000000000000004,0.02000000000000002,0.4,0.5
Guayabal_P5_I50.0,5,2,M2,Melastomataceae,Miconia theaezans,Nigüito,6,2691,4735811.543364,2199380.817576,0.2,0.13,1,0,0,1,0,0,1,0,0,0.17,0.07,0.37,0.2
Guayabal_P5_I50.0,5,3,M3,Melastomataceae,Miconia theaezans,Nigüito,12,2691,4735811.543364,2199380.817576,0.37,0.2,1,0,0,1,0,0,1,0,0,0.1900000000000001,0.2,0.56,0.4
Guayabal_P5_I50.0,5,4,M4,Melastomataceae,Miconia theaezans,Nigüito,18,2691,4735811.543364,2199380.817576,0.56,0.4,1,0,0,1,0,0,1,0,0,0.2,0.24,0.76,0.64
Guayabal_P5_I51.0,5,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2691,4735813.607142,2199378.991917,0.24,0.28,1,0,0,1,0,0,1,0,0,0.56,0.47,0.8,0.75
Guayabal_P5_I51.0,5,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2691,4735813.607142,2199378.991917,0.8,0.75,1,0,0,1,0,0,1,0,0,0.4199999999999999,0.0,1.22,0.75
Guayabal_P5_I51.0,5,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2691,4735813.607142,2199378.991917,1.22,0.75,1,0,0,1,0,0,1,0,0,0.48,0.3300000000000001,1.7,1.08
Guayabal_P5_I52.0,5,2,M2,Asteraceae,Verbesina arborea,Camargo,6,2691,4735815.512136,2199377.642444,0.22,0.22,1,0,0,1,0,0,1,0,0,0.0,0.01000000000000001,0.22,0.23
Guayabal_P5_I52.0,5,3,M3,Asteraceae,Verbesina arborea,Camargo,12,2691,4735815.512136,2199377.642444,0.22,0.23,1,0,0,1,0,0,1,0,0,0.48,0.1,0.7,0.33
Guayabal_P5_I52.0,5,4,M4,Asteraceae,Verbesina arborea,Camargo,18,2691,4735815.512136,2199377.642444,0.7,0.33,1,0,0,1,0,0,1,0,0,0.6700000000000002,0.51,1.37,0.8400000000000001
Guayabal_P5_I53.0,5,2,M2,Asteraceae,Verbesina arborea,Camargo,6,2691,4735817.972759,2199376.134366,0.21,0.18,1,0,0,1,0,0,1,0,0,0.3100000000000001,0.2,0.5200000000000001,0.38
Guayabal_P5_I53.0,5,3,M3,Asteraceae,Verbesina arborea,Camargo,12,2691,4735817.972759,2199376.134366,0.52,0.38,1,0,0,1,0,0,1,0,0,0.38,0.02000000000000002,0.9,0.4
Guayabal_P5_I53.0,5,4,M4,Asteraceae,Verbesina arborea,Camargo,18,2691,4735817.972759,2199376.134366,0.9,0.4,1,0,0,1,0,0,1,0,0,0.2899999999999999,0.2,1.19,0.6000000000000001
Guayabal_P5_I54.0,5,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2691,4735819.639724,2199374.943743,0.2,0.28,1,0,0,1,0,0,1,0,0,0.17,0.25,0.37,0.53
Guayabal_P5_I54.0,5,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2691,4735819.639724,2199374.943743,0.37,0.53,1,0,0,1,0,0,1,0,0,0.2,0.03000000000000003,0.5700000000000001,0.56
Guayabal_P5_I54.0,5,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2691,4735819.639724,2199374.943743,0.57,0.56,1,0,0,1,0,0,1,0,0,0.15,0.2,0.72,0.76
Guayabal_P5_I55.0,5,2,M2,Ericaceae,Cavendishia bracteata,Uvito de monte,6,2691,4735821.544675,2199373.276897,0.24,0.13,1,0,0,1,0,0,1,0,0,0.08000000000000002,0.15,0.32,0.28
Guayabal_P5_I55.0,5,3,M3,Ericaceae,Cavendishia bracteata,Uvito de monte,12,2691,4735821.544675,2199373.276897,0.32,0.28,1,0,0,1,0,0,1,0,0,0.0,0.0,0.32,0.28
Guayabal_P5_I55.0,5,4,M4,Ericaceae,Cavendishia bracteata,Uvito de monte,18,2691,4735821.544675,2199373.276897,0.32,0.28,0,0,1,1,0,0,1,0,0,0.08000000000000002,0.14,0.4,0.42000000000000004
Guayabal_P5_I56.0,5,2,M2,Bignoniaceae,Delostoma integrifolium,Navajuelo,6,2691,4735822.973396,2199371.768816,0.48,0.17,1,0,0,1,0,0,1,0,0,0.07000000000000006,0.03999999999999998,0.55,0.21
Guayabal_P5_I56.0,5,3,M3,Bignoniaceae,Delostoma integrifolium,Navajuelo,12,2691,4735822.973396,2199371.768816,0.55,0.21,1,0,0,1,0,0,1,0,0,0.0,0.0,0.55,0.21
Guayabal_P5_I56.0,5,4,M4,Bignoniaceae,Delostoma integrifolium,Navajuelo,18,2691,4735822.973396,2199371.768816,0.55,0.21,1,0,0,1,0,0,1,0,0,0.04999999999999993,0.09,0.6,0.3
Guayabal_P5_I57.0,5,2,M2,Melastomataceae,Miconia theaezans,Nigüito,6,2691,4735824.878366,2199369.704931,0.2,0.12,1,0,0,1,0,0,1,0,0,0.18,0.08000000000000002,0.38,0.2
Guayabal_P5_I57.0,5,3,M3,Melastomataceae,Miconia theaezans,Nigüito,12,2691,4735824.878366,2199369.704931,0.38,0.2,1,0,0,1,0,0,1,0,0,0.34,0.07,0.72,0.27
Guayabal_P5_I57.0,5,4,M4,Melastomataceae,Miconia theaezans,Nigüito,18,2691,4735824.878366,2199369.704931,0.72,0.27,1,0,0,1,0,0,1,0,0,0.17,0.2,0.89,0.47000000000000003
Guayabal_P5_I58.0,5,2,M2,Ericaceae,Cavendishia bracteata,Uvito de monte,6,2691,4735826.62468,2199367.958792,0.22,0.19,1,0,0,1,0,0,1,0,0,0.26,0.06,0.48,0.25
Guayabal_P5_I58.0,5,3,M3,Ericaceae,Cavendishia bracteata,Uvito de monte,12,2691,4735826.62468,2199367.958792,0.48,0.25,1,0,0,1,0,0,1,0,0,0.3200000000000001,0.0,0.8,0.25
Guayabal_P5_I58.0,5,4,M4,Ericaceae,Cavendishia bracteata,Uvito de monte,18,2691,4735826.62468,2199367.958792,0.8,0.25,1,0,0,1,0,0,1,0,0,0.0,0.0,0.8,0.25
Guayabal_P5_I59.0,5,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2691,4735827.603571,2199366.239013,0.2,0.15,1,0,0,1,0,0,1,0,0,0.13,0.19,0.33,0.33999999999999997
Guayabal_P5_I59.0,5,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2691,4735827.603571,2199366.239013,0.33,0.34,1,0,0,1,0,0,1,0,0,0.08999999999999997,0.0,0.42,0.34
Guayabal_P5_I59.0,5,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2691,4735827.603571,2199366.239013,0.42,0.34,1,0,0,1,0,0,1,0,0,0.29,0.16,0.71,0.5
Guayabal_P5_I6.0,5,2,M2,Fagaceae,Quercus humboldtii,Roble,6,2691,4735812.019611,2199377.166316,0.25,0.07,1,0,0,0,0,1,1,0,0,0.09000000000000002,0.22,0.34,0.29000000000000004
Guayabal_P5_I6.0,5,3,M3,Fagaceae,Quercus humboldtii,Roble,12,2691,4735812.019611,2199377.166316,0.34,0.29,1,0,0,0,0,1,1,0,0,0.14,0.0,0.48000000000000004,0.29
Guayabal_P5_I6.0,5,4,M4,Fagaceae,Quercus humboldtii,Roble,18,2691,4735812.019611,2199377.166316,0.48,0.29,1,0,0,0,0,1,1,0,0,0.35,0.29,0.83,0.58
Guayabal_P5_I62.0,5,2,M2,Ericaceae,Cavendishia bracteata,Uvito de monte,6,2691,4735831.567097,2199361.179726,0.23,0.18,1,0,0,1,0,0,1,0,0,0.06999999999999998,0.04000000000000001,0.3,0.22
Guayabal_P5_I64.0,5,2,M2,Ericaceae,Cavendishia bracteata,Uvito de monte,6,2691,4735835.197227,2199359.836036,0.21,0.12,1,0,0,1,0,0,1,0,0,0.3300000000000001,0.18,0.5400000000000001,0.3
Guayabal_P5_I64.0,5,3,M3,Ericaceae,Cavendishia bracteata,Uvito de monte,12,2691,4735835.197227,2199359.836036,0.54,0.3,1,0,0,1,0,0,1,0,0,0.14,0.04999999999999999,0.68,0.35
Guayabal_P5_I64.0,5,4,M4,Ericaceae,Cavendishia bracteata,Uvito de monte,18,2691,4735835.197227,2199359.836036,0.68,0.35,1,0,0,1,0,0,1,0,0,0.4999999999999999,0.08000000000000002,1.18,0.43
Guayabal_P5_I65.0,5,2,M2,Asteraceae,Verbesina arborea,Camargo,6,2691,4735836.594179,2199359.856742,0.2,0.24,1,0,0,1,0,0,1,0,0,0.51,0.33,0.71,0.5700000000000001
Guayabal_P5_I65.0,5,3,M3,Asteraceae,Verbesina arborea,Camargo,12,2691,4735836.594179,2199359.856742,0.71,0.57,1,0,0,1,0,0,1,0,0,0.97,0.5300000000000001,1.68,1.1
Guayabal_P5_I65.0,5,4,M4,Asteraceae,Verbesina arborea,Camargo,18,2691,4735836.594179,2199359.856742,1.68,1.1,1,0,0,1,0,0,1,0,0,2.12,1.25,3.8,2.35
Guayabal_P5_I66.0,5,2,M2,Melastomataceae,Miconia theaezans,Nigüito,6,2691,4735837.763645,2199359.492041,0.22,0.12,1,0,0,1,0,0,1,0,0,0.2,0.06,0.42000000000000004,0.18
Guayabal_P5_I66.0,5,3,M3,Melastomataceae,Miconia theaezans,Nigüito,12,2691,4735837.763645,2199359.492041,0.42,0.18,1,0,0,1,0,0,1,0,0,0.04999999999999999,0.19,0.47,0.37
Guayabal_P5_I66.0,5,4,M4,Melastomataceae,Miconia theaezans,Nigüito,18,2691,4735837.763645,2199359.492041,0.47,0.37,1,0,0,1,0,0,1,0,0,0.38,0.08000000000000002,0.85,0.45
Guayabal_P5_I68.0,5,2,M2,Ericaceae,Cavendishia bracteata,Uvito de monte,6,2691,4735840.727005,2199359.015808,0.2,0.15,1,0,0,1,0,0,1,0,0,0.18,0.11,0.38,0.26
Guayabal_P5_I68.0,5,3,M3,Ericaceae,Cavendishia bracteata,Uvito de monte,12,2691,4735840.727005,2199359.015808,0.38,0.26,1,0,0,1,0,0,1,0,0,0.34,0.14,0.72,0.4
Guayabal_P5_I68.0,5,4,M4,Ericaceae,Cavendishia bracteata,Uvito de monte,18,2691,4735840.727005,2199359.015808,0.72,0.4,1,0,0,1,0,0,1,0,0,0.3100000000000001,0.02999999999999997,1.03,0.43
