unique_tree_id,id_parcela,monitoreo,monitoreo_label,familia,especie,nombre_comun,meses_desde_inicio,elevacion_m,coord_x,coord_y,altura_anterior,copa_anterior,fito_Bueno,fito_Malo,fito_Regular,gremio_Inicial,gremio_Intermedia,gremio_Tardía,loc_Guayabal,loc_San Antonio,loc_Tres Jotas,crecimiento_altura,crecimiento_copa,altura_actual,copa_actual
Tres_Jotas_P10_I26.0,10,4,M4,Fagaceae,Quercus humboldtii,Roble,18,2723,4735779.645934,2199817.740187,0.58,0.31,1,0,0,0,0,1,0,0,1,0.1900000000000001,0.11,0.77,0.42
Tres_Jotas_P10_I27.0,10,2,M2,Lythraceae,Lafoensia speciosa,Guayacán de Manizales,6,2723,4735777.502774,2199814.962063,0.27,0.1,1,0,0,1,0,0,0,0,1,0.13,0.0,0.4,0.1
Tres_Jotas_P10_I27.0,10,3,M3,Lythraceae,Lafoensia speciosa,Guayacán de Manizales,12,2723,4735777.502774,2199814.962063,0.4,0.1,1,0,0,1,0,0,0,0,1,0.02999999999999997,0.04000000000000001,0.43,0.14
Tres_Jotas_P10_I27.0,10,4,M4,Lythraceae,Lafoensia speciosa,Guayacán de Manizales,18,2723,4735777.502774,2199814.962063,0.43,0.14,1,0,0,1,0,0,0,0,1,0.0,0.03999999999999998,0.43,0.18
Tres_Jotas_P10_I28.0,10,2,M2,Sapindaceae,Dodonaea viscosa,Hayuelo,6,2723,4735774.486509,2199818.295763,0.2,0.12,1,0,0,1,0,0,0,0,1,0.08999999999999997,0.05000000000000002,0.29,0.17
Tres_Jotas_P10_I28.0,10,3,M3,Sapindaceae,Dodonaea viscosa,Hayuelo,12,2723,4735774.486509,2199818.295763,0.29,0.17,1,0,0,1,0,0,0,0,1,0.23,0.2,0.52,0.37
Tres_Jotas_P10_I28.0,10,4,M4,Sapindaceae,Dodonaea viscosa,Hayuelo,18,2723,4735774.486509,2199818.295763,0.52,0.37,1,0,0,1,0,0,0,0,1,0.08999999999999997,0.13,0.61,0.5
Tres_Jotas_P10_I29.0,10,2,M2,Lythraceae,Lafoensia speciosa,Guayacán de Manizales,6,2723,4735771.70838,2199820.835771,0.23,0.13,1,0,0,1,0,0,0,0,1,0.11,0.06,0.34,0.19
Tres_Jotas_P10_I29.0,10,3,M3,Lythraceae,Lafoensia speciosa,Guayacán de Manizales,12,2723,4735771.70838,2199820.835771,0.34,0.19,1,0,0,1,0,0,0,0,1,0.26,0.36,0.6000000000000001,0.55
Tres_Jotas_P10_I29.0,10,4,M4,Lythraceae,Lafoensia speciosa,Guayacán de Manizales,18,2723,4735771.70838,2199820.835771,0.6,0.55,1,0,0,1,0,0,0,0,1,0.26,0.0,0.86,0.55
Tres_Jotas_P10_I3.0,10,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2723,4735776.629661,2199826.312643,0.25,0.09,1,0,0,1,0,0,0,0,1,0.06,0.15,0.31,0.24
Tres_Jotas_P10_I3.0,10,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2723,4735776.629661,2199826.312643,0.31,0.24,1,0,0,1,0,0,0,0,1,0.79,0.76,1.1,1.0
Tres_Jotas_P10_I3.0,10,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2723,4735776.629661,2199826.312643,1.1,1.0,1,0,0,1,0,0,0,0,1,1.41,0.8999999999999999,2.51,1.9
Tres_Jotas_P10_I31.0,10,2,M2,Lythraceae,Lafoensia speciosa,Guayacán de Manizales,6,2723,4735766.707785,2199825.83645,0.24,0.1,1,0,0,1,0,0,0,0,1,0.03000000000000003,0.06,0.27,0.16
Tres_Jotas_P10_I31.0,10,3,M3,Lythraceae,Lafoensia speciosa,Guayacán de Manizales,12,2723,4735766.707785,2199825.83645,0.27,0.16,1,0,0,1,0,0,0,0,1,0.26,0.14,0.53,0.30000000000000004
Tres_Jotas_P10_I31.0,10,4,M4,Lythraceae,Lafoensia speciosa,Guayacán de Manizales,18,2723,4735766.707785,2199825.83645,0.53,0.3,1,0,0,1,0,0,0,0,1,0.21,0.27,0.74,0.5700000000000001
Tres_Jotas_P10_I32.0,10,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2723,4735763.532847,2199829.884534,0.25,0.26,0,0,1,1,0,0,0,0,1,0.16,0.02000000000000002,0.41000000000000003,0.28
Tres_Jotas_P10_I32.0,10,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2723,4735763.532847,2199829.884534,0.41,0.28,1,0,0,1,0,0,0,0,1,0.17,0.5399999999999999,0.58,0.82
Tres_Jotas_P10_I32.0,10,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2723,4735763.532847,2199829.884534,0.58,0.82,1,0,0,1,0,0,0,0,1,0.92,0.38,1.5,1.2
Tres_Jotas_P10_I33.0,10,2,M2,Melastomataceae,Miconia theaezans,Nigüito,6,2723,4735761.310264,2199831.869,0.2,0.15,1,0,0,1,0,0,0,0,1,0.11,0.09,0.31,0.24
Tres_Jotas_P10_I33.0,10,3,M3,Melastomataceae,Miconia theaezans,Nigüito,12,2723,4735761.310264,2199831.869,0.31,0.24,1,0,0,1,0,0,0,0,1,0.26,0.39,0.5700000000000001,0.63
Tres_Jotas_P10_I33.0,10,4,M4,Melastomataceae,Miconia theaezans,Nigüito,18,2723,4735761.310264,2199831.869,0.57,0.63,1,0,0,1,0,0,0,0,1,0.2300000000000001,0.1899999999999999,0.8,0.8199999999999998
Tres_Jotas_P10_I34.0,10,2,M2,Asteraceae,Verbesina arborea,Camargo,6,2723,4735758.532073,2199834.488376,0.25,0.07,1,0,0,1,0,0,0,0,1,0.26,0.39,0.51,0.46
Tres_Jotas_P10_I34.0,10,3,M3,Asteraceae,Verbesina arborea,Camargo,12,2723,4735758.532073,2199834.488376,0.51,0.46,1,0,0,1,0,0,0,0,1,0.47,0.22,0.98,0.68
Tres_Jotas_P10_I34.0,10,4,M4,Asteraceae,Verbesina arborea,Camargo,18,2723,4735758.532073,2199834.488376,0.98,0.68,1,0,0,1,0,0,0,0,1,0.47,0.4699999999999999,1.45,1.15
Tres_Jotas_P10_I35.0,10,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2723,4735755.198438,2199836.790153,0.25,0.25,1,0,0,1,0,0,0,0,1,0.36,0.13,0.61,0.38
Tres_Jotas_P10_I35.0,10,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2723,4735755.198438,2199836.790153,0.61,0.38,1,0,0,1,0,0,0,0,1,0.6900000000000001,0.5,1.3,0.88
Tres_Jotas_P10_I35.0,10,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2723,4735755.198438,2199836.790153,1.3,0.88,1,0,0,1,0,0,0,0,1,0.9599999999999997,0.4400000000000001,2.26,1.32
Tres_Jotas_P10_I36.0,10,2,M2,Sapindaceae,Dodonaea viscosa,Hayuelo,6,2723,4735752.737747,2199839.409575,0.27,0.1,1,0,0,1,0,0,0,0,1,0.03999999999999998,0.13,0.31,0.23
Tres_Jotas_P10_I36.0,10,3,M3,Sapindaceae,Dodonaea viscosa,Hayuelo,12,2723,4735752.737747,2199839.409575,0.31,0.23,1,0,0,1,0,0,0,0,1,0.15,0.25,0.45999999999999996,0.48
Tres_Jotas_P10_I36.0,10,4,M4,Sapindaceae,Dodonaea viscosa,Hayuelo,18,2723,4735752.737747,2199839.409575,0.46,0.48,1,0,0,1,0,0,0,0,1,0.2399999999999999,0.27,0.7,0.75
Tres_Jotas_P10_I37.0,10,2,M2,Melastomataceae,Miconia theaezans,Nigüito,6,2723,4735749.414433,2199841.84652,0.2,0.1,1,0,0,1,0,0,0,0,1,0.28,0.18,0.48000000000000004,0.28
Tres_Jotas_P10_I37.0,10,3,M3,Melastomataceae,Miconia theaezans,Nigüito,12,2723,4735749.414433,2199841.84652,0.48,0.28,1,0,0,1,0,0,0,0,1,1.02,0.22,1.5,0.5
Tres_Jotas_P10_I37.0,10,4,M4,Melastomataceae,Miconia theaezans,Nigüito,18,2723,4735749.414433,2199841.84652,1.5,0.5,1,0,0,1,0,0,0,0,1,0.0,0.32,1.5,0.8200000000000001
Tres_Jotas_P10_I38.0,10,2,M2,Asteraceae,Verbesina arborea,Camargo,6,2723,4735746.001281,2199844.545174,0.25,0.23,1,0,0,1,0,0,0,0,1,0.19,0.13,0.44,0.36
Tres_Jotas_P10_I38.0,10,3,M3,Asteraceae,Verbesina arborea,Camargo,12,2723,4735746.001281,2199844.545174,0.44,0.36,1,0,0,1,0,0,0,0,1,0.2499999999999999,0.14,0.69,0.5
Tres_Jotas_P10_I38.0,10,4,M4,Asteraceae,Verbesina arborea,Camargo,18,2723,4735746.001281,2199844.545174,0.69,0.5,1,0,0,1,0,0,0,0,1,0.4300000000000002,0.24,1.12,0.74
Tres_Jotas_P10_I39.0,10,2,M2,Sapindaceae,Dodonaea viscosa,Hayuelo,6,2723,4735743.06441,2199847.640833,0.2,0.11,1,0,0,1,0,0,0,0,1,0.23,0.13,0.43000000000000005,0.24
Tres_Jotas_P10_I39.0,10,3,M3,Sapindaceae,Dodonaea viscosa,Hayuelo,12,2723,4735743.06441,2199847.640833,0.43,0.24,1,0,0,1,0,0,0,0,1,0.3,0.26,0.73,0.5
Tres_Jotas_P10_I39.0,10,4,M4,Sapindaceae,Dodonaea viscosa,Hayuelo,18,2723,4735743.06441,2199847.640833,0.73,0.5,1,0,0,1,0,0,0,0,1,0.4199999999999999,0.24,1.15,0.74
Tres_Jotas_P10_I4.0,10,2,M2,Asteraceae,Verbesina arborea,Camargo,6,2723,4735773.613407,2199829.0115,0.25,0.11,1,0,0,1,0,0,0,0,1,0.15,0.11,0.4,0.22
Tres_Jotas_P10_I4.0,10,3,M3,Asteraceae,Verbesina arborea,Camargo,12,2723,4735773.613407,2199829.0115,0.4,0.22,1,0,0,1,0,0,0,0,1,0.83,0.9299999999999999,1.23,1.15
Tres_Jotas_P10_I4.0,10,4,M4,Asteraceae,Verbesina arborea,Camargo,18,2723,4735773.613407,2199829.0115,1.23,1.15,1,0,0,1,0,0,0,0,1,1.37,0.7100000000000002,2.6,1.86
Tres_Jotas_P10_I5.0,10,2,M2,Melastomataceae,Miconia theaezans,Nigüito,6,2723,4735771.311513,2199831.630845,0.21,0.14,1,0,0,1,0,0,0,0,1,0.0,0.0,0.21,0.14
Tres_Jotas_P10_I5.0,10,3,M3,Melastomataceae,Miconia theaezans,Nigüito,12,2723,4735771.311513,2199831.630845,0.21,0.14,1,0,0,1,0,0,0,0,1,0.26,0.11,0.47,0.25
Tres_Jotas_P10_I5.0,10,4,M4,Melastomataceae,Miconia theaezans,Nigüito,18,2723,4735771.311513,2199831.630845,0.47,0.25,1,0,0,1,0,0,0,0,1,0.39,0.29,0.86,0.54
Tres_Jotas_P10_I6.0,10,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2723,4735768.850866,2199833.694594,0.25,0.19,1,0,0,1,0,0,0,0,1,0.18,0.15,0.43,0.33999999999999997
Tres_Jotas_P10_I6.0,10,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2723,4735768.850866,2199833.694594,0.43,0.34,1,0,0,1,0,0,0,0,1,0.72,0.5800000000000001,1.15,0.9200000000000002
Tres_Jotas_P10_I6.0,10,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2723,4735768.850866,2199833.694594,1.15,0.92,0,0,1,1,0,0,0,0,1,1.15,0.0,2.3,0.92
Tres_Jotas_P10_I7.0,10,2,M2,Asteraceae,Verbesina arborea,Camargo,6,2723,4735766.152147,2199836.472667,0.25,0.1,1,0,0,1,0,0,0,0,1,0.14,0.3,0.39,0.4
Tres_Jotas_P10_I7.0,10,3,M3,Asteraceae,Verbesina arborea,Camargo,12,2723,4735766.152147,2199836.472667,0.39,0.4,1,0,0,1,0,0,0,0,1,1.01,0.9999999999999999,1.4,1.4
Tres_Jotas_P10_I7.0,10,4,M4,Asteraceae,Verbesina arborea,Camargo,18,2723,4735766.152147,2199836.472667,1.4,1.4,1,0,0,1,0,0,0,0,1,1.13,0.27,2.53,1.67
Tres_Jotas_P10_I8.0,10,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2723,4735762.580286,2199839.806436,0.25,0.1,1,0,0,1,0,0,0,0,1,0.08000000000000002,0.21,0.33,0.31
Tres_Jotas_P10_I8.0,10,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2723,4735762.580286,2199839.806436,0.33,0.31,1,0,0,1,0,0,0,0,1,0.8799999999999999,0.49,1.21,0.8
Tres_Jotas_P10_I8.0,10,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2723,4735762.580286,2199839.806436,1.21,0.8,1,0,0,1,0,0,0,0,1,1.22,0.1499999999999999,2.4299999999999997,0.95
Tres_Jotas_P10_I9.0,10,2,M2,Asteraceae,Verbesina arborea,Camargo,6,2723,4735759.325942,2199842.743411,0.25,0.15,1,0,0,1,0,0,0,0,1,0.08000000000000002,0.1,0.33,0.25
Tres_Jotas_P10_I9.0,10,3,M3,Asteraceae,Verbesina arborea,Camargo,12,2723,4735759.325942,2199842.743411,0.33,0.25,1,0,0,1,0,0,0,0,1,0.18,0.27,0.51,0.52
Tres_Jotas_P10_I9.0,10,4,M4,Asteraceae,Verbesina arborea,Camargo,18,2723,4735759.325942,2199842.743411,0.51,0.52,1,0,0,1,0,0,0,0,1,0.9299999999999999,0.6299999999999999,1.44,1.15
Tres_Jotas_P11_I1.0,11,2,M2,Asteraceae,Verbesina arborea,Camargo,6,2815,4735701.651443,2200085.413073,0.25,0.14,1,0,0,1,0,0,0,0,1,0.15,0.16,0.4,0.30000000000000004
Tres_Jotas_P11_I1.0,11,3,M3,Asteraceae,Verbesina arborea,Camargo,12,2815,4735701.651443,2200085.413073,0.4,0.3,1,0,0,1,0,0,0,0,1,1.5,0.35,1.9,0.6499999999999999
Tres_Jotas_P11_I1.0,11,4,M4,Asteraceae,Verbesina arborea,Camargo,18,2815,4735701.651443,2200085.413073,1.9,0.65,1,0,0,1,0,0,0,0,1,0.0,0.0,1.9,0.65
Tres_Jotas_P11_I10.0,11,2,M2,Sapindaceae,Dodonaea viscosa,Hayuelo,6,2815,4735673.949524,2200100.335537,0.2,0.12,1,0,0,1,0,0,0,0,1,0.14,0.03,0.34,0.15
Tres_Jotas_P11_I10.0,11,3,M3,Sapindaceae,Dodonaea viscosa,Hayuelo,12,2815,4735673.949524,2200100.335537,0.34,0.15,1,0,0,1,0,0,0,0,1,0.2399999999999999,0.17,0.58,0.32
Tres_Jotas_P11_I10.0,11,4,M4,Sapindaceae,Dodonaea viscosa,Hayuelo,18,2815,4735673.949524,2200100.335537,0.58,0.32,1,0,0,1,0,0,0,0,1,0.0,0.07,0.58,0.39
Tres_Jotas_P11_I11.0,11,2,M2,Asteraceae,Verbesina arborea,Camargo,6,2815,4735670.37762,2200102.002492,0.25,0.17,1,0,0,1,0,0,0,0,1,0.16,0.07999999999999999,0.41000000000000003,0.25
Tres_Jotas_P11_I11.0,11,3,M3,Asteraceae,Verbesina arborea,Camargo,12,2815,4735670.37762,2200102.002492,0.41,0.25,1,0,0,1,0,0,0,0,1,0.04000000000000004,0.09999999999999998,0.45,0.35
Tres_Jotas_P11_I11.0,11,4,M4,Asteraceae,Verbesina arborea,Camargo,18,2815,4735670.37762,2200102.002492,0.45,0.35,1,0,0,1,0,0,0,0,1,0.08000000000000002,0.0,0.53,0.35
Tres_Jotas_P11_I12.0,11,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2815,4735666.647026,2200103.907528,0.25,0.14,1,0,0,1,0,0,0,0,1,0.04999999999999999,0.25,0.3,0.39
Tres_Jotas_P11_I12.0,11,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2815,4735666.647026,2200103.907528,0.3,0.39,1,0,0,1,0,0,0,0,1,0.44,0.0,0.74,0.39
Tres_Jotas_P11_I12.0,11,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2815,4735666.647026,2200103.907528,0.74,0.39,1,0,0,1,0,0,0,0,1,0.03000000000000003,0.0,0.77,0.39
Tres_Jotas_P11_I13.0,11,2,M2,Asteraceae,Verbesina arborea,Camargo,6,2815,4735663.154532,2200106.685588,0.25,0.21,1,0,0,1,0,0,0,0,1,0.14,0.07000000000000003,0.39,0.28
Tres_Jotas_P11_I13.0,11,3,M3,Asteraceae,Verbesina arborea,Camargo,12,2815,4735663.154532,2200106.685588,0.39,0.28,1,0,0,1,0,0,0,0,1,0.24,0.06999999999999995,0.63,0.35
Tres_Jotas_P11_I13.0,11,4,M4,Asteraceae,Verbesina arborea,Camargo,18,2815,4735663.154532,2200106.685588,0.63,0.35,1,0,0,1,0,0,0,0,1,0.03000000000000003,0.0,0.66,0.35
Tres_Jotas_P11_I14.0,11,2,M2,Fabaceae,Erythrina edulis,Chachafruto,6,2815,4735664.900736,2200110.416294,0.25,0.1,1,0,0,0,0,1,0,0,1,0.01000000000000001,0.16,0.26,0.26
Tres_Jotas_P11_I14.0,11,3,M3,Fabaceae,Erythrina edulis,Chachafruto,12,2815,4735664.900736,2200110.416294,0.26,0.26,1,0,0,0,0,1,0,0,1,0.03999999999999998,0.09999999999999998,0.3,0.36
Tres_Jotas_P11_I14.0,11,4,M4,Fabaceae,Erythrina edulis,Chachafruto,18,2815,4735664.900736,2200110.416294,0.3,0.36,1,0,0,0,0,1,0,0,1,0.0,0.0,0.3,0.36
Tres_Jotas_P11_I17.0,11,2,M2,Brunelliaceae,Brunellia subsessilis,Riñón,6,2815,4735675.537011,2200104.463057,0.26,0.16,0,0,1,0,0,1,0,0,1,0.24,0.49,0.5,0.65
Tres_Jotas_P11_I18.0,11,2,M2,Fabaceae,Erythrina edulis,Chachafruto,6,2815,4735678.235822,2200102.796226,0.2,0.12,1,0,0,0,0,1,0,0,1,-0.03,0.05000000000000002,0.17,0.17
Tres_Jotas_P11_I18.0,11,3,M3,Fabaceae,Erythrina edulis,Chachafruto,12,2815,4735678.235822,2200102.796226,0.17,0.17,1,0,0,0,0,1,0,0,1,0.0,0.16,0.17,0.33
Tres_Jotas_P11_I18.0,11,4,M4,Fabaceae,Erythrina edulis,Chachafruto,18,2815,4735678.235822,2200102.796226,0.17,0.33,1,0,0,0,0,1,0,0,1,0.03,0.0,0.2,0.33
Tres_Jotas_P11_I2.0,11,2,M2,Asteraceae,Montanoa quadrangularis,Arboloco,6,2815,4735699.905205,2200087.476773,0.25,0.1,1,0,0,1,0,0,0,0,1,0.03000000000000003,0.13,0.28,0.23
Tres_Jotas_P11_I2.0,11,3,M3,Asteraceae,Montanoa quadrangularis,Arboloco,12,2815,4735699.905205,2200087.476773,0.28,0.23,1,0,0,1,0,0,0,0,1,0.2999999999999999,0.1,0.5799999999999998,0.33
Tres_Jotas_P11_I2.0,11,4,M4,Asteraceae,Montanoa quadrangularis,Arboloco,18,2815,4735699.905205,2200087.476773,0.58,0.33,1,0,0,1,0,0,0,0,1,0.0,0.0,0.58,0.33
Tres_Jotas_P11_I20.0,11,2,M2,Fabaceae,Senna viarum,Alcaparro,6,2815,4735684.903337,2200100.335586,0.32,0.15,1,0,0,0,0,1,0,0,1,0.01000000000000001,0.14,0.33,0.29000000000000004
Tres_Jotas_P11_I20.0,11,3,M3,Fabaceae,Senna viarum,Alcaparro,12,2815,4735684.903337,2200100.335586,0.33,0.29,1,0,0,0,0,1,0,0,1,0.3,0.0,0.63,0.29
Tres_Jotas_P11_I20.0,11,4,M4,Fabaceae,Senna viarum,Alcaparro,18,2815,4735684.903337,2200100.335586,0.63,0.29,1,0,0,0,0,1,0,0,1,0.0,0.0,0.63,0.29
Tres_Jotas_P11_I21.0,11,2,M2,Fabaceae,Erythrina edulis,Chachafruto,6,2815,4735688.554478,2200098.74806,0.28,0.1,1,0,0,0,0,1,0,0,1,0.06,0.1,0.34,0.2
Tres_Jotas_P11_I21.0,11,3,M3,Fabaceae,Erythrina edulis,Chachafruto,12,2815,4735688.554478,2200098.74806,0.34,0.2,1,0,0,0,0,1,0,0,1,0.0,0.22,0.34,0.42000000000000004
Tres_Jotas_P11_I21.0,11,4,M4,Fabaceae,Erythrina edulis,Chachafruto,18,2815,4735688.554478,2200098.74806,0.34,0.42,1,0,0,0,0,1,0,0,1,0.0,0.06,0.34,0.48
Tres_Jotas_P11_I24.0,11,2,M2,Fabaceae,Erythrina edulis,Chachafruto,6,2815,4735698.714578,2200093.271162,0.41,0.18,1,0,0,0,0,1,0,0,1,0.09000000000000002,0.19,0.5,0.37
Tres_Jotas_P11_I24.0,11,3,M3,Fabaceae,Erythrina edulis,Chachafruto,12,2815,4735698.714578,2200093.271162,0.5,0.37,1,0,0,0,0,1,0,0,1,0.06999999999999995,0.09999999999999998,0.57,0.47
Tres_Jotas_P11_I24.0,11,4,M4,Fabaceae,Erythrina edulis,Chachafruto,18,2815,4735698.714578,2200093.271162,0.57,0.47,1,0,0,0,0,1,0,0,1,0.0,0.0,0.57,0.47
Tres_Jotas_P11_I25.0,11,2,M2,Clusiaceae,Clusia cuneifolia,Chagualo,6,2815,4735701.730825,2200091.683646,0.22,0.16,1,0,0,0,0,1,0,0,1,0.04000000000000001,0.01999999999999999,0.26,0.18
Tres_Jotas_P11_I25.0,11,3,M3,Clusiaceae,Clusia cuneifolia,Chagualo,12,2815,4735701.730825,2200091.683646,0.26,0.18,1,0,0,0,0,1,0,0,1,0.03999999999999998,0.03,0.3,0.21
Tres_Jotas_P11_I25.0,11,4,M4,Clusiaceae,Clusia cuneifolia,Chagualo,18,2815,4735701.730825,2200091.683646,0.3,0.21,1,0,0,0,0,1,0,0,1,0.09000000000000002,0.0,0.39,0.21
Tres_Jotas_P11_I26.0,11,2,M2,Brunelliaceae,Brunellia subsessilis,Riñón,6,2815,4735703.780703,2200090.014612,0.26,0.12,1,0,0,0,0,1,0,0,1,0.41,0.49,0.6699999999999999,0.61
Tres_Jotas_P11_I26.0,11,3,M3,Brunelliaceae,Brunellia subsessilis,Riñón,12,2815,4735703.780703,2200090.014612,0.67,0.61,1,0,0,0,0,1,0,0,1,0.23,0.59,0.9,1.2
Tres_Jotas_P11_I26.0,11,4,M4,Brunelliaceae,Brunellia subsessilis,Riñón,18,2815,4735703.780703,2200090.014612,0.9,1.2,1,0,0,0,0,1,0,0,1,0.59,0.0,1.49,1.2
Tres_Jotas_P11_I27.0,11,2,M2,Ericaceae,Cavendishia bracteata,Uvito de monte,6,2815,4735707.735315,2200093.239834,0.24,0.13,1,0,0,1,0,0,0,0,1,0.0,0.09,0.24,0.22
Tres_Jotas_P11_I27.0,11,3,M3,Ericaceae,Cavendishia bracteata,Uvito de monte,12,2815,4735707.735315,2200093.239834,0.24,0.22,1,0,0,1,0,0,0,0,1,0.08000000000000002,0.13,0.32,0.35
Tres_Jotas_P11_I27.0,11,4,M4,Ericaceae,Cavendishia bracteata,Uvito de monte,18,2815,4735707.735315,2200093.239834,0.32,0.35,1,0,0,1,0,0,0,0,1,0.21,0.0,0.53,0.35
Tres_Jotas_P11_I28.0,11,2,M2,Melastomataceae,Miconia theaezans,Nigüito,6,2815,4735705.540835,2200094.382471,0.27,0.12,0,0,1,1,0,0,0,0,1,0.0,0.0,0.27,0.12
Tres_Jotas_P11_I28.0,11,3,M3,Melastomataceae,Miconia theaezans,Nigüito,12,2815,4735705.540835,2200094.382471,0.27,0.12,1,0,0,1,0,0,0,0,1,0.0,0.0,0.27,0.12
Tres_Jotas_P11_I28.0,11,4,M4,Melastomataceae,Miconia theaezans,Nigüito,18,2815,4735705.540835,2200094.382471,0.27,0.12,1,0,0,1,0,0,0,0,1,0.0,0.02000000000000002,0.27,0.14
Tres_Jotas_P11_I29.0,11,2,M2,Myrtaceae,Myrcia popayanensis,Arrayán,6,2815,4735701.572089,2200096.60499,0.27,0.12,1,0,0,1,0,0,0,0,1,0.19,0.11,0.46,0.22999999999999998
Tres_Jotas_P11_I29.0,11,3,M3,Myrtaceae,Myrcia popayanensis,Arrayán,12,2815,4735701.572089,2200096.60499,0.46,0.23,1,0,0,1,0,0,0,0,1,0.0,0.05000000000000002,0.46,0.28
Tres_Jotas_P11_I29.0,11,4,M4,Myrtaceae,Myrcia popayanensis,Arrayán,18,2815,4735701.572089,2200096.60499,0.46,0.28,1,0,0,1,0,0,0,0,1,0.0,0.02999999999999997,0.46,0.31
Tres_Jotas_P11_I3.0,11,2,M2,Asteraceae,Verbesina arborea,Camargo,6,2815,4735696.015795,2200089.77872,0.25,0.19,1,0,0,1,0,0,0,0,1,0.25,0.23,0.5,0.42000000000000004
Tres_Jotas_P11_I3.0,11,3,M3,Asteraceae,Verbesina arborea,Camargo,12,2815,4735696.015795,2200089.77872,0.5,0.42,1,0,0,1,0,0,0,0,1,0.45,0.08000000000000002,0.95,0.5
Tres_Jotas_P11_I3.0,11,4,M4,Asteraceae,Verbesina arborea,Camargo,18,2815,4735696.015795,2200089.77872,0.95,0.5,1,0,0,1,0,0,0,0,1,0.3400000000000001,0.0,1.29,0.5
Tres_Jotas_P11_I30.0,11,2,M2,Sapindaceae,Dodonaea viscosa,Hayuelo,6,2815,4735696.650823,2200098.986209,0.35,0.17,1,0,0,1,0,0,0,0,1,0.01000000000000001,0.09,0.36,0.26
Tres_Jotas_P11_I30.0,11,3,M3,Sapindaceae,Dodonaea viscosa,Hayuelo,12,2815,4735696.650823,2200098.986209,0.36,0.26,1,0,0,1,0,0,0,0,1,0.09000000000000002,0.14,0.45,0.4
Tres_Jotas_P11_I30.0,11,4,M4,Sapindaceae,Dodonaea viscosa,Hayuelo,18,2815,4735696.650823,2200098.986209,0.45,0.4,1,0,0,1,0,0,0,0,1,0.02999999999999997,0.02999999999999997,0.48,0.43
Tres_Jotas_P11_I31.0,11,2,M2,Myrtaceae,Myrcia popayanensis,Arrayán,6,2815,4735692.999555,2200100.73247,0.2,0.11,1,0,0,1,0,0,0,0,1,0.32,0.09000000000000001,0.52,0.2
Tres_Jotas_P11_I31.0,11,3,M3,Myrtaceae,Myrcia popayanensis,Arrayán,12,2815,4735692.999555,2200100.73247,0.52,0.2,1,0,0,1,0,0,0,0,1,0.03000000000000003,0.25,0.55,0.45
Tres_Jotas_P11_I32.0,11,2,M2,Sapindaceae,Dodonaea viscosa,Hayuelo,6,2815,4735689.50695,2200102.399386,0.28,0.14,1,0,0,1,0,0,0,0,1,0.22,0.06,0.5,0.2
Tres_Jotas_P11_I32.0,11,3,M3,Sapindaceae,Dodonaea viscosa,Hayuelo,12,2815,4735689.50695,2200102.399386,0.5,0.2,1,0,0,1,0,0,0,0,1,0.13,0.4,0.63,0.6000000000000001
Tres_Jotas_P11_I32.0,11,4,M4,Sapindaceae,Dodonaea viscosa,Hayuelo,18,2815,4735689.50695,2200102.399386,0.63,0.6,1,0,0,1,0,0,0,0,1,0.12,0.05000000000000004,0.75,0.65
Tres_Jotas_P11_I34.0,11,2,M2,Sapindaceae,Dodonaea viscosa,Hayuelo,6,2815,4735682.125171,2200106.447518,0.23,0.14,1,0,0,1,0,0,0,0,1,0.01999999999999999,0.06,0.25,0.2
Tres_Jotas_P11_I34.0,11,3,M3,Sapindaceae,Dodonaea viscosa,Hayuelo,12,2815,4735682.125171,2200106.447518,0.25,0.2,1,0,0,1,0,0,0,0,1,0.07,0.16,0.32,0.36
Tres_Jotas_P11_I34.0,11,4,M4,Sapindaceae,Dodonaea viscosa,Hayuelo,18,2815,4735682.125171,2200106.447518,0.32,0.36,1,0,0,1,0,0,0,0,1,0.14,0.14,0.46,0.5
Tres_Jotas_P11_I35.0,11,2,M2,Ericaceae,Cavendishia bracteata,Uvito de monte,6,2815,4735678.315142,2200108.273125,0.22,0.11,0,0,1,1,0,0,0,0,1,0.04000000000000001,0.12,0.26,0.22999999999999998
