monitoreo,familia,especie,nombre_comun,meses_desde_inicio,elevacion_m,coord_x,coord_y,altura_anterior,copa_anterior,fito_Bueno,fito_Malo,fito_Regular,gremio_Inicial,gremio_Intermedia,gremio_Tardía,loc_Guayabal,loc_San Antonio,loc_Tres Jotas,altura_actual,copa_actual
4,20,23,22,18,2814,4736202.552032,2199828.638496,0.28,0.23,1,0,0,0,0,1,1,0,0,0.3,0.23
2,1,17,2,6,2814,4736199.840044,2199828.109328,0.2,0.12,1,0,0,1,0,0,1,0,0,0.28,0.4
3,1,17,2,12,2814,4736199.840044,2199828.109328,0.28,0.4,1,0,0,1,0,0,1,0,0,0.38,0.46
4,1,17,2,18,2814,4736199.840044,2199828.109328,0.38,0.46,1,0,0,1,0,0,1,0,0,0.69,0.73
2,0,12,7,6,2814,4736195.408257,2199827.514034,0.31,0.14,0,0,1,0,0,1,1,0,0,0.38,0.14
3,0,12,7,12,2814,4736195.408257,2199827.514034,0.38,0.14,1,0,0,0,0,1,1,0,0,0.4,0.14
4,0,12,7,18,2814,4736195.408257,2199827.514034,0.4,0.14,1,0,0,0,0,1,1,0,0,0.4,0.14
2,9,22,25,6,2732,4735717.037486,2199460.628671,0.2,0.15,1,0,0,0,0,1,1,0,0,0.27,0.24
3,9,22,25,12,2732,4735717.037486,2199460.628671,0.27,0.24,0,0,1,0,0,1,1,0,0,0.27,0.24
4,9,22,25,18,2732,4735717.037486,2199460.628671,0.27,0.24,1,0,0,0,0,1,1,0,0,0.29,0.24
2,15,3,8,6,2731,4735717.28518,2199459.150768,0.3,0.05,1,0,0,0,0,1,1,0,0,0.3,0.18
3,15,3,8,12,2731,4735717.28518,2199459.150768,0.3,0.18,1,0,0,0,0,1,1,0,0,0.3,0.18
2,15,3,8,6,2735,4735715.330481,2199457.369021,0.2,0.08,0,0,1,0,0,1,1,0,0,0.1,0.08
3,15,3,8,12,2735,4735715.330481,2199457.369021,0.1,0.08,1,0,0,0,0,1,1,0,0,0.2,0.8
4,15,3,8,18,2735,4735715.330481,2199457.369021,0.2,0.8,0,0,1,0,0,1,1,0,0,0.2,0.07
2,9,22,25,6,2803,4736199.662409,2199794.212654,0.25,0.12,1,0,0,0,0,1,1,0,0,0.31,0.22
3,9,22,25,12,2803,4736199.662409,2199794.212654,0.31,0.22,1,0,0,0,0,1,1,0,0,0.31,0.22
4,9,22,25,18,2803,4736199.662409,2199794.212654,0.31,0.22,1,0,0,0,0,1,1,0,0,0.33,0.23
2,9,22,25,6,2805,4736205.719066,2199800.790378,0.2,0.1,1,0,0,0,0,1,1,0,0,0.22,0.2
3,9,22,25,12,2805,4736205.719066,2199800.790378,0.22,0.2,1,0,0,0,0,1,1,0,0,0.22,0.1
2,9,22,25,6,2806,4736212.26844,2199799.991878,0.22,0.15,1,0,0,0,0,1,1,0,0,0.3399999999999999,0.22
3,9,22,25,12,2806,4736212.26844,2199799.991878,0.34,0.22,1,0,0,0,0,1,1,0,0,0.4,0.29
4,9,22,25,18,2806,4736212.26844,2199799.991878,0.4,0.29,1,0,0,0,0,1,1,0,0,0.45,0.3999999999999999
2,15,3,8,6,2804,4736202.91693,2199795.830784,0.21,0.07,1,0,0,0,0,1,1,0,0,0.25,0.18
2,0,12,7,6,2777,4736055.135465,2199827.641569,0.3,0.15,1,0,0,0,0,1,1,0,0,0.4,0.16
3,0,12,7,12,2777,4736055.135465,2199827.641569,0.4,0.16,1,0,0,0,0,1,1,0,0,0.48,0.17
4,0,12,7,18,2777,4736055.135465,2199827.641569,0.48,0.17,1,0,0,0,0,1,1,0,0,0.64,0.2
2,8,24,1,6,2777,4736036.270688,2199817.018551,0.27,0.06,1,0,0,0,0,1,1,0,0,0.62,0.32
3,8,24,1,12,2777,4736036.270688,2199817.018551,0.62,0.32,1,0,0,0,0,1,1,0,0,1.1,0.66
4,8,24,1,18,2777,4736036.270688,2199817.018551,1.1,0.66,1,0,0,0,0,1,1,0,0,1.21,0.77
2,8,24,1,6,2777,4736034.246625,2199815.748595,0.26,0.06,1,0,0,0,0,1,1,0,0,0.28,0.2
3,8,24,1,12,2777,4736034.246625,2199815.748595,0.28,0.2,1,0,0,0,0,1,1,0,0,0.44,0.3
4,8,24,1,18,2777,4736034.246625,2199815.748595,0.44,0.3,1,0,0,0,0,1,1,0,0,0.71,0.35
2,12,14,14,6,2777,4736032.024094,2199815.431094,0.3,0.12,1,0,0,1,0,0,1,0,0,0.3,0.12
3,12,14,14,12,2777,4736032.024094,2199815.431094,0.3,0.12,1,0,0,1,0,0,1,0,0,0.3,0.22
4,12,14,14,18,2777,4736032.024094,2199815.431094,0.3,0.22,1,0,0,1,0,0,1,0,0,0.56,0.36
2,15,3,8,6,2777,4736029.68254,2199814.399194,0.21,0.05,1,0,0,0,0,1,1,0,0,0.28,0.12
3,15,3,8,12,2777,4736029.68254,2199814.399194,0.28,0.12,1,0,0,0,0,1,1,0,0,0.3,0.25
4,15,3,8,18,2777,4736029.68254,2199814.399194,0.3,0.25,0,0,1,0,0,1,1,0,0,0.3,0.25
2,8,24,1,6,2777,4736027.817171,2199814.002304,0.3,0.14,1,0,0,0,0,1,1,0,0,0.56,0.21
3,8,24,1,12,2777,4736027.817171,2199814.002304,0.56,0.21,1,0,0,0,0,1,1,0,0,0.8,0.59
4,8,24,1,18,2777,4736027.817171,2199814.002304,0.8,0.59,1,0,0,0,0,1,1,0,0,1.16,0.7
2,0,12,7,6,2777,4736025.674135,2199813.565665,0.25,0.14,1,0,0,0,0,1,1,0,0,0.25,0.15
3,0,12,7,12,2777,4736025.674135,2199813.565665,0.25,0.15,1,0,0,0,0,1,1,0,0,0.4,0.17
4,0,12,7,18,2777,4736025.674135,2199813.565665,0.4,0.17,0,1,0,0,0,1,1,0,0,0.4,0.18
2,23,4,23,6,2777,4736023.014988,2199812.652918,0.25,0.16,1,0,0,1,0,0,1,0,0,0.41,0.16
3,23,4,23,12,2777,4736023.014988,2199812.652918,0.41,0.16,1,0,0,1,0,0,1,0,0,0.52,0.4
4,23,4,23,18,2777,4736023.014988,2199812.652918,0.52,0.4,1,0,0,1,0,0,1,0,0,0.8400000000000001,0.56
2,0,12,7,6,2777,4736021.30835,2199812.216417,0.3,0.12,1,0,0,0,0,1,1,0,0,0.35,0.18
3,0,12,7,12,2777,4736021.30835,2199812.216417,0.35,0.18,1,0,0,0,0,1,1,0,0,0.44,0.18
4,0,12,7,18,2777,4736021.30835,2199812.216417,0.44,0.18,1,0,0,0,0,1,1,0,0,0.52,0.18
2,9,22,25,6,2777,4736019.720943,2199810.747835,0.24,0.08,1,0,0,0,0,1,1,0,0,0.24,0.16
3,9,22,25,12,2777,4736019.720943,2199810.747835,0.24,0.16,1,0,0,0,0,1,1,0,0,0.35,0.3
4,9,22,25,18,2777,4736019.720943,2199810.747835,0.35,0.3,1,0,0,0,0,1,1,0,0,0.56,0.39
2,15,3,8,6,2777,4736017.260251,2199809.517573,0.27,0.17,1,0,0,0,0,1,1,0,0,0.32,0.31
3,15,3,8,12,2777,4736017.260251,2199809.517573,0.32,0.31,1,0,0,0,0,1,1,0,0,0.32,0.3
4,15,3,8,18,2777,4736017.260251,2199809.517573,0.32,0.3,1,0,0,0,0,1,1,0,0,0.34,0.3
2,8,24,1,6,2777,4736053.627395,2199826.252514,0.26,0.14,1,0,0,0,0,1,1,0,0,0.53,0.2
3,8,24,1,12,2777,4736053.627395,2199826.252514,0.53,0.2,1,0,0,0,0,1,1,0,0,0.7,0.31
4,8,24,1,18,2777,4736053.627395,2199826.252514,0.7,0.31,1,0,0,0,0,1,1,0,0,0.9,0.32
2,23,4,23,6,2777,4736014.958408,2199807.850665,0.3,0.12,1,0,0,1,0,0,1,0,0,0.3,0.12
3,23,4,23,12,2777,4736014.958408,2199807.850665,0.3,0.12,1,0,0,1,0,0,1,0,0,0.3,0.13
2,15,3,8,6,2777,4736012.061242,2199806.342627,0.2,0.12,1,0,0,0,0,1,1,0,0,0.2,0.15
3,15,3,8,12,2777,4736012.061242,2199806.342627,0.2,0.15,1,0,0,0,0,1,1,0,0,0.2,0.16
4,15,3,8,18,2777,4736012.061242,2199806.342627,0.2,0.16,1,0,0,0,0,1,1,0,0,0.23,0.195
2,13,11,21,6,2777,4736011.82312,2199803.64375,0.27,0.2,1,0,0,1,0,0,1,0,0,0.56,0.32
3,13,11,21,12,2777,4736011.82312,2199803.64375,0.56,0.32,1,0,0,1,0,0,1,0,0,0.78,0.32
4,13,11,21,18,2777,4736011.82312,2199803.64375,0.78,0.32,1,0,0,1,0,0,1,0,0,0.88,0.32
2,11,20,0,6,2777,4736014.323418,2199804.993144,0.25,0.08,1,0,0,0,1,0,1,0,0,0.27,0.08
3,11,20,0,12,2777,4736014.323418,2199804.993144,0.27,0.08,1,0,0,0,1,0,1,0,0,0.27,0.1
2,8,13,13,6,2777,4736017.141349,2199806.421951,0.23,0.26,0,0,1,0,1,0,1,0,0,0.3,0.1
3,8,13,13,12,2777,4736017.141349,2199806.421951,0.3,0.1,1,0,0,0,1,0,1,0,0,0.3,0.11
4,8,13,13,18,2777,4736017.141349,2199806.421951,0.3,0.11,0,0,1,0,1,0,1,0,0,0.3,0.17
2,11,20,0,6,2777,4736020.078068,2199808.485692,0.25,0.15,1,0,0,0,1,0,1,0,0,0.34,0.15
3,11,20,0,12,2777,4736020.078068,2199808.485692,0.34,0.15,0,0,1,0,1,0,1,0,0,0.37,0.18
4,11,20,0,18,2777,4736020.078068,2199808.485692,0.37,0.18,1,0,0,0,1,0,1,0,0,0.44,0.18
2,14,15,19,6,2777,4736022.459445,2199810.232028,0.2,0.1,1,0,0,1,0,0,1,0,0,0.3,0.12
3,14,15,19,12,2777,4736022.459445,2199810.232028,0.3,0.12,1,0,0,1,0,0,1,0,0,0.49,0.27
4,14,15,19,18,2777,4736022.459445,2199810.232028,0.49,0.27,1,0,0,1,0,0,1,0,0,0.6699999999999999,0.33
2,11,20,0,6,2777,4736023.96752,2199810.747843,0.25,0.16,1,0,0,0,1,0,1,0,0,0.6,0.16
3,11,20,0,12,2777,4736023.96752,2199810.747843,0.6,0.16,1,0,0,0,1,0,1,0,0,0.6,0.1
2,8,13,13,6,2777,4736026.666304,2199811.740087,0.25,0.13,0,0,1,0,1,0,1,0,0,0.38,0.0
3,8,13,13,12,2777,4736026.666304,2199811.740087,0.38,0.0,1,0,0,0,1,0,1,0,0,0.38,0.2
4,8,13,13,18,2777,4736026.666304,2199811.740087,0.38,0.2,1,0,0,0,1,0,1,0,0,0.38,0.38
2,11,20,0,6,2777,4736028.571252,2199812.533845,0.25,0.08,1,0,0,0,1,0,1,0,0,0.53,0.12
3,11,20,0,12,2777,4736028.571252,2199812.533845,0.53,0.12,1,0,0,0,1,0,1,0,0,0.53,0.2
4,11,20,0,18,2777,4736028.571252,2199812.533845,0.53,0.2,0,1,0,0,1,0,1,0,0,0.53,0.06
2,15,3,8,6,2777,4736051.801661,2199824.823779,0.35,0.14,1,0,0,0,0,1,1,0,0,0.35,0.14
2,2,6,18,6,2777,4736031.111289,2199813.089495,0.63,0.1,1,0,0,1,0,0,1,0,0,0.45,0.22
3,2,6,18,12,2777,4736031.111289,2199813.089495,0.45,0.22,1,0,0,1,0,0,1,0,0,0.45,0.33
4,2,6,18,18,2777,4736031.111289,2199813.089495,0.45,0.33,1,0,0,1,0,0,1,0,0,0.45,0.42
2,11,20,0,6,2777,4736032.381337,2199813.764158,0.25,0.12,1,0,0,0,1,0,1,0,0,0.45,0.12
3,11,20,0,12,2777,4736032.381337,2199813.764158,0.45,0.12,1,0,0,0,1,0,1,0,0,0.45,0.15
2,8,13,13,6,2777,4736034.524377,2199814.319799,0.25,0.12,1,0,0,0,1,0,1,0,0,0.43,0.12
3,8,13,13,12,2777,4736034.524377,2199814.319799,0.43,0.12,1,0,0,0,1,0,1,0,0,0.45,0.37
4,8,13,13,18,2777,4736034.524377,2199814.319799,0.45,0.37,1,0,0,0,1,0,1,0,0,0.7,0.6
2,11,20,0,6,2777,4736036.34999,2199815.034228,0.25,0.08,1,0,0,0,1,0,1,0,0,0.25,0.08
3,11,20,0,12,2777,4736036.34999,2199815.034228,0.25,0.08,1,0,0,0,1,0,1,0,0,0.25,0.13
2,13,11,21,6,2777,4736038.929705,2199815.986647,0.23,0.12,0,0,1,1,0,0,1,0,0,0.3,0.12
3,13,11,21,12,2777,4736038.929705,2199815.986647,0.3,0.12,1,0,0,1,0,0,1,0,0,0.5,0.15
4,13,11,21,18,2777,4736038.929705,2199815.986647,0.5,0.15,1,0,0,1,0,0,1,0,0,0.56,0.15
2,8,13,13,6,2777,4736041.27127,2199817.375652,0.25,0.1,0,0,1,0,1,0,1,0,0,0.44,0.11
3,8,13,13,12,2777,4736041.27127,2199817.375652,0.44,0.11,1,0,0,0,1,0,1,0,0,0.44,0.15
4,8,13,13,18,2777,4736041.27127,2199817.375652,0.44,0.15,1,0,0,0,1,0,1,0,0,0.48,0.27
2,11,20,0,6,2777,4736044.00975,2199818.248925,0.25,0.12,1,0,0,0,1,0,1,0,0,0.31,0.12
3,11,20,0,12,2777,4736044.00975,2199818.248925,0.31,0.12,0,0,1,0,1,0,1,0,0,0.31,0.2
2,8,13,13,6,2777,4736046.510073,2199819.439485,0.25,0.22,0,0,1,0,1,0,1,0,0,0.4,0.12
3,8,13,13,12,2777,4736046.510073,2199819.439485,0.4,0.12,0,0,1,0,1,0,1,0,0,0.4,0.12
2,2,6,18,6,2777,4736048.176859,2199820.312625,0.38,0.06,1,0,0,1,0,0,1,0,0,0.39,0.1
3,2,6,18,12,2777,4736048.176859,2199820.312625,0.39,0.1,1,0,0,1,0,0,1,0,0,0.39,0.2
4,2,6,18,18,2777,4736048.176859,2199820.312625,0.39,0.2,1,0,0,1,0,0,1,0,0,0.42,0.305
2,8,13,13,6,2777,4736049.698337,2199821.648745,0.23,0.2,1,0,0,0,1,0,1,0,0,0.52,0.29
3,8,13,13,12,2777,4736049.698337,2199821.648745,0.52,0.29,0,0,1,0,1,0,1,0,0,0.52,0.33
4,8,13,13,18,2777,4736049.698337,2199821.648745,0.52,0.33,1,0,0,0,1,0,1,0,0,0.52,0.48
2,2,6,18,6,2777,4736049.817405,2199823.791857,0.21,0.06,1,0,0,1,0,0,1,0,0,0.24,0.09
3,2,6,18,12,2777,4736049.817405,2199823.791857,0.24,0.09,1,0,0,1,0,0,1,0,0,0.24,0.11
4,2,6,18,18,2777,4736049.817405,2199823.791857,0.24,0.11,1,0,0,1,0,0,1,0,0,0.24,0.16
2,11,20,0,6,2777,4736051.841426,2199822.759959,0.25,0.14,1,0,0,0,1,0,1,0,0,0.45,0.14
3,11,20,0,12,2777,4736051.841426,2199822.759959,0.45,0.14,1,0,0,0,1,0,1,0,0,0.45,0.7
2,8,13,13,6,2777,4736054.143252,2199823.950663,0.25,0.06,1,0,0,0,1,0,1,0,0,0.4,0.16
3,8,13,13,12,2777,4736054.143252,2199823.950663,0.4,0.16,1,0,0,0,1,0,1,0,0,0.4,0.16
4,8,13,13,18,2777,4736054.143252,2199823.950663,0.4,0.16,1,0,0,0,1,0,1,0,0,0.4,0.16
2,0,12,7,6,2777,4736056.167381,2199825.260253,0.22,0.05,1,0,0,0,0,1,1,0,0,0.37,0.1699999999999999
3,0,12,7,12,2777,4736056.167381,2199825.260253,0.37,0.17,1,0,0,0,0,1,1,0,0,0.44,0.25
4,0,12,7,18,2777,4736056.167381,2199825.260253,0.44,0.25,1,0,0,0,0,1,1,0,0,0.62,0.27
2,1,27,5,6,2777,4736057.238901,2199823.990309,0.28,0.13,0,0,1,1,0,0,1,0,0,0.54,0.16
3,1,27,5,12,2777,4736057.238901,2199823.990309,0.54,0.16,1,0,0,1,0,0,1,0,0,0.74,0.74
4,1,27,5,18,2777,4736057.238901,2199823.990309,0.74,0.74,1,0,0,1,0,0,1,0,0,1.21,0.775
2,2,6,18,6,2777,4736055.532388,2199823.275972,0.25,0.08,1,0,0,1,0,0,1,0,0,0.3,0.2299999999999999
3,2,6,18,12,2777,4736055.532388,2199823.275972,0.3,0.23,1,0,0,1,0,0,1,0,0,0.6800000000000002,0.46
4,2,6,18,18,2777,4736055.532388,2199823.275972,0.68,0.46,1,0,0,1,0,0,1,0,0,0.89,0.595
2,7,2,29,6,2777,4736052.714571,2199821.212224,0.32,0.2,1,0,0,1,0,0,1,0,0,0.32,0.2
3,7,2,29,12,2777,4736052.714571,2199821.212224,0.32,0.2,1,0,0,1,0,0,1,0,0,0.4,0.26
4,7,2,29,18,2777,4736052.714571,2199821.212224,0.4,0.26,1,0,0,1,0,0,1,0,0,0.42,0.26
2,17,18,20,6,2777,4736050.928604,2199819.823055,0.38,0.4,1,0,0,1,0,0,1,0,0,0.38,0.46
3,17,18,20,12,2777,4736050.928604,2199819.823055,0.38,0.46,1,0,0,1,0,0,1,0,0,0.42,0.68
4,17,18,20,18,2777,4736050.928604,2199819.823055,0.42,0.68,1,0,0,1,0,0,1,0,0,0.85,0.89
2,2,6,18,6,2777,4736049.050064,2199818.566422,0.25,0.06,1,0,0,1,0,0,1,0,0,0.32,0.1
3,2,6,18,12,2777,4736049.050064,2199818.566422,0.32,0.1,1,0,0,1,0,0,1,0,0,0.32,0.21
4,2,6,18,18,2777,4736049.050064,2199818.566422,0.32,0.21,1,0,0,1,0,0,1,0,0,0.48,0.29
2,13,11,21,6,2777,4736046.946573,2199817.455041,0.21,0.12,1,0,0,1,0,0,1,0,0,0.32,0.2
3,13,11,21,12,2777,4736046.946573,2199817.455041,0.32,0.2,1,0,0,1,0,0,1,0,0,0.63,0.34
4,13,11,21,18,2777,4736046.946573,2199817.455041,0.63,0.34,1,0,0,1,0,0,1,0,0,0.69,0.34
2,8,24,1,6,2777,4736048.097564,2199822.53505,0.22,0.13,1,0,0,0,0,1,1,0,0,0.37,0.15
3,8,24,1,12,2777,4736048.097564,2199822.53505,0.37,0.15,0,0,1,0,0,1,1,0,0,0.55,0.38
4,8,24,1,18,2777,4736048.097564,2199822.53505,0.55,0.38,1,0,0,0,0,1,1,0,0,0.72,0.38
2,23,4,23,6,2777,4736044.525653,2199816.383544,0.2,0.1,0,0,1,1,0,0,1,0,0,0.22,0.2
3,23,4,23,12,2777,4736044.525653,2199816.383544,0.22,0.2,1,0,0,1,0,0,1,0,0,0.35,0.34
4,23,4,23,18,2777,4736044.525653,2199816.383544,0.35,0.34,1,0,0,1,0,0,1,0,0,0.42,0.34
2,17,18,20,6,2777,4736043.221405,2199815.526372,0.36,0.44,1,0,0,1,0,0,1,0,0,0.52,0.46
3,17,18,20,12,2777,4736043.221405,2199815.526372,0.52,0.46,0,0,1,1,0,0,1,0,0,0.55,0.78
4,17,18,20,18,2777,4736043.221405,2199815.526372,0.55,0.78,1,0,0,1,0,0,1,0,0,1.04,1.3
2,2,6,18,6,2777,4736041.628495,2199815.113607,0.4,0.06,1,0,0,1,0,0,1,0,0,0.52,0.13
3,2,6,18,12,2777,4736041.628495,2199815.113607,0.52,0.13,1,0,0,1,0,0,1,0,0,0.55,0.19
4,2,6,18,18,2777,4736041.628495,2199815.113607,0.55,0.19,1,0,0,1,0,0,1,0,0,0.55,0.2
2,13,11,21,6,2777,4736039.874449,2199814.216718,0.25,0.2,1,0,0,1,0,0,1,0,0,0.56,0.27
3,13,11,21,12,2777,4736039.874449,2199814.216718,0.56,0.27,1,0,0,1,0,0,1,0,0,0.8800000000000001,0.41
4,13,11,21,18,2777,4736039.874449,2199814.216718,0.88,0.41,1,0,0,1,0,0,1,0,0,1.0,0.41
2,2,6,18,6,2777,4736037.903267,2199813.383308,0.45,0.06,1,0,0,1,0,0,1,0,0,0.6,0.2
3,2,6,18,12,2777,4736037.903267,2199813.383308,0.6,0.2,1,0,0,1,0,0,1,0,0,0.6,0.38
4,2,6,18,18,2777,4736037.903267,2199813.383308,0.6,0.38,1,0,0,1,0,0,1,0,0,0.6,0.38
2,13,11,21,6,2777,4736036.389727,2199813.129142,0.25,0.12,1,0,0,1,0,0,1,0,0,0.4,0.12
3,13,11,21,12,2777,4736036.389727,2199813.129142,0.4,0.12,1,0,0,1,0,0,1,0,0,0.44,0.32
4,13,11,21,18,2777,4736036.389727,2199813.129142,0.44,0.32,1,0,0,1,0,0,1,0,0,0.54,0.33
2,13,11,21,6,2777,4736034.881624,2199812.771963,0.21,0.14,1,0,0,1,0,0,1,0,0,0.35,0.25
3,13,11,21,12,2777,4736034.881624,2199812.771963,0.35,0.25,1,0,0,1,0,0,1,0,0,0.53,0.32
4,13,11,21,18,2777,4736034.881624,2199812.771963,0.53,0.32,1,0,0,1,0,0,1,0,0,0.58,0.35
2,13,11,21,6,2777,4736032.738513,2199812.057587,0.25,0.12,1,0,0,1,0,0,1,0,0,0.53,0.26
3,13,11,21,12,2777,4736032.738513,2199812.057587,0.53,0.26,1,0,0,1,0,0,1,0,0,0.79,0.27
4,13,11,21,18,2777,4736032.738513,2199812.057587,0.79,0.27,1,0,0,1,0,0,1,0,0,0.89,0.27
2,14,15,19,6,2777,4736031.151042,2199811.660713,0.25,0.2,1,0,0,1,0,0,1,0,0,0.25,0.2
3,14,15,19,12,2777,4736031.151042,2199811.660713,0.25,0.2,1,0,0,1,0,0,1,0,0,0.3,0.24
4,14,15,19,18,2777,4736031.151042,2199811.660713,0.3,0.24,1,0,0,1,0,0,1,0,0,0.4499999999999999,0.33
2,2,6,18,6,2777,4736029.444393,2199810.867009,0.6,0.16,1,0,0,1,0,0,1,0,0,0.6,0.18
3,2,6,18,12,2777,4736029.444393,2199810.867009,0.6,0.18,1,0,0,1,0,0,1,0,0,0.6,0.36
4,2,6,18,18,2777,4736029.444393,2199810.867009,0.6,0.36,1,0,0,1,0,0,1,0,0,0.62,0.47
2,15,3,8,6,2777,4736046.192605,2199821.384188,0.3,0.08,0,1,0,0,0,1,1,0,0,0.3,0.0
2,2,6,18,6,2777,4736027.737804,2199809.874738,0.6,0.05,1,0,0,1,0,0,1,0,0,0.6,0.11
3,2,6,18,12,2777,4736027.737804,2199809.874738,0.6,0.11,1,0,0,1,0,0,1,0,0,0.6,0.26
4,2,6,18,18,2777,4736027.737804,2199809.874738,0.6,0.26,1,0,0,1,0,0,1,0,0,0.6,0.33
2,14,15,19,6,2777,4736025.237491,2199809.041382,0.2,0.1,1,0,0,1,0,0,1,0,0,0.23,0.1
2,7,2,29,6,2777,4736023.650047,2199808.485674,0.26,0.13,1,0,0,1,0,0,1,0,0,0.3,0.14
3,7,2,29,12,2777,4736023.650047,2199808.485674,0.3,0.14,1,0,0,1,0,0,1,0,0,0.36,0.21
4,7,2,29,18,2777,4736023.650047,2199808.485674,0.36,0.21,0,0,1,1,0,0,1,0,0,0.42,0.22
2,2,6,18,6,2777,4736020.824408,2199806.265992,0.45,0.08,1,0,0,1,0,0,1,0,0,0.48,0.15
3,2,6,18,12,2777,4736020.824408,2199806.265992,0.48,0.15,1,0,0,1,0,0,1,0,0,0.48,0.2
4,2,6,18,18,2777,4736020.824408,2199806.265992,0.48,0.2,1,0,0,1,0,0,1,0,0,0.56,0.32
2,2,7,11,6,2777,4736019.244703,2199805.35038,0.2,0.12,1,0,0,1,0,0,1,0,0,0.37,0.15
3,2,7,11,12,2777,4736019.244703,2199805.35038,0.37,0.15,1,0,0,1,0,0,1,0,0,0.37,0.25
4,2,7,11,18,2777,4736019.244703,2199805.35038,0.37,0.25,1,0,0,1,0,0,1,0,0,0.6699999999999999,0.25
2,13,11,21,6,2777,4736017.583249,2199804.255126,0.2,0.12,1,0,0,1,0,0,1,0,0,0.33,0.17
3,13,11,21,12,2777,4736017.583249,2199804.255126,0.33,0.17,1,0,0,1,0,0,1,0,0,0.35,0.15
4,13,11,21,18,2777,4736017.583249,2199804.255126,0.35,0.15,1,0,0,1,0,0,1,0,0,0.37,0.15
2,14,15,19,6,2777,4736015.699294,2199803.4851,0.2,0.1,1,0,0,1,0,0,1,0,0,0.36,0.13
3,14,15,19,12,2777,4736015.699294,2199803.4851,0.36,0.13,1,0,0,1,0,0,1,0,0,0.5,0.25
4,14,15,19,18,2777,4736015.699294,2199803.4851,0.5,0.25,1,0,0,1,0,0,1,0,0,0.59,0.33
2,17,18,20,6,2777,4736013.767843,2199802.611987,0.4,0.26,1,0,0,1,0,0,1,0,0,0.6000000000000001,0.38
3,17,18,20,12,2777,4736013.767843,2199802.611987,0.6,0.38,1,0,0,1,0,0,1,0,0,0.9200000000000002,0.76
4,17,18,20,18,2777,4736013.767843,2199802.611987,0.92,0.76,1,0,0,1,0,0,1,0,0,1.16,1.0
2,23,4,23,6,2777,4736012.344527,2199801.715089,0.38,0.13,0,1,0,1,0,0,1,0,0,0.38,0.02
3,23,4,23,12,2777,4736012.344527,2199801.715089,0.38,0.02,0,0,1,1,0,0,1,0,0,0.38,0.1999999999999999
2,8,24,1,6,2777,4736043.970055,2199820.471381,0.28,0.06,1,0,0,0,0,1,1,0,0,0.4,0.16
3,8,24,1,12,2777,4736043.970055,2199820.471381,0.4,0.16,1,0,0,0,0,1,1,0,0,0.4,0.22
4,8,24,1,18,2777,4736043.970055,2199820.471381,0.4,0.22,0,0,1,0,0,1,1,0,0,0.48,0.22
2,2,6,18,6,2777,4736041.152201,2199819.320409,0.5,0.2,1,0,0,1,0,0,1,0,0,0.5,0.2
3,2,6,18,12,2777,4736041.152201,2199819.320409,0.5,0.2,1,0,0,1,0,0,1,0,0,0.51,0.2
4,2,6,18,18,2777,4736041.152201,2199819.320409,0.51,0.2,1,0,0,1,0,0,1,0,0,0.51,0.29
2,2,6,18,6,2777,4736039.167893,2199818.725058,0.6,0.12,1,0,0,1,0,0,1,0,0,0.62,0.12
3,2,6,18,12,2777,4736039.167893,2199818.725058,0.62,0.12,1,0,0,1,0,0,1,0,0,0.62,0.36
4,2,6,18,18,2777,4736039.167893,2199818.725058,0.62,0.36,1,0,0,1,0,0,1,0,0,0.62,0.36
2,15,3,8,6,2793,4736209.737078,2199766.926079,0.2,0.02,0,0,1,0,0,1,1,0,0,0.2,0.02
3,15,3,8,12,2793,4736209.737078,2199766.926079,0.2,0.02,1,0,0,0,0,1,1,0,0,0.2,0.6
4,15,3,8,18,2793,4736209.737078,2199766.926079,0.2,0.6,1,0,0,0,0,1,1,0,0,0.2,0.6
2,9,22,25,6,2792,4736196.290967,2199760.103682,0.2,0.12,1,0,0,0,0,1,1,0,0,0.23,0.2
3,9,22,25,12,2792,4736196.290967,2199760.103682,0.23,0.2,1,0,0,0,0,1,1,0,0,0.23,0.21
2,15,3,8,6,2691,4735819.24277,2199371.292503,0.28,0.23,1,0,0,0,0,1,1,0,0,0.3,0.35
3,15,3,8,12,2691,4735819.24277,2199371.292503,0.3,0.35,1,0,0,0,0,1,1,0,0,0.3,0.35
4,15,3,8,18,2691,4735819.24277,2199371.292503,0.3,0.35,1,0,0,0,0,1,1,0,0,0.37,0.35
2,2,7,11,6,2691,4735822.576497,2199367.800004,0.21,0.09,1,0,0,1,0,0,1,0,0,0.22,0.1
3,2,7,11,12,2691,4735822.576497,2199367.800004,0.22,0.1,1,0,0,1,0,0,1,0,0,0.22,0.1
4,2,7,11,18,2691,4735822.576497,2199367.800004,0.22,0.1,1,0,0,1,0,0,1,0,0,0.22,0.24
2,15,3,8,6,2691,4735823.925918,2199366.291861,0.21,0.17,1,0,0,0,0,1,1,0,0,0.3299999999999999,0.37
3,15,3,8,12,2691,4735823.925918,2199366.291861,0.33,0.37,1,0,0,0,0,1,1,0,0,0.44,0.37
4,15,3,8,18,2691,4735823.925918,2199366.291861,0.44,0.37,1,0,0,0,0,1,1,0,0,0.44,0.44
2,9,22,25,6,2691,4735826.624744,2199362.799367,0.21,0.17,1,0,0,0,0,1,1,0,0,0.39,0.3
