monitoreo,familia,especie,nombre_comun,meses_desde_inicio,elevacion_m,coord_x,coord_y,altura_anterior,copa_anterior,fito_Bueno,fito_Malo,fito_Regular,gremio_Inicial,gremio_Intermedia,gremio_Tardía,loc_Guayabal,loc_San Antonio,loc_Tres Jotas,altura_actual,copa_actual
3,9,22,25,12,2691,4735826.624744,2199362.799367,0.39,0.3,1,0,0,0,0,1,1,0,0,0.57,0.35
4,9,22,25,18,2691,4735826.624744,2199362.799367,0.57,0.35,1,0,0,0,0,1,1,0,0,0.57,0.57
2,1,17,2,6,2691,4735828.529735,2199360.338741,0.2,0.14,1,0,0,1,0,0,1,0,0,0.55,0.4
3,1,17,2,12,2691,4735828.529735,2199360.338741,0.55,0.4,1,0,0,1,0,0,1,0,0,1.9,0.8
4,1,17,2,18,2691,4735828.529735,2199360.338741,1.9,0.8,1,0,0,1,0,0,1,0,0,2.1,1.06
2,9,22,25,6,2691,4735831.228422,2199357.640028,0.21,0.15,1,0,0,0,0,1,1,0,0,0.39,0.2
3,9,22,25,12,2691,4735831.228422,2199357.640028,0.39,0.2,1,0,0,0,0,1,1,0,0,0.39,0.3
4,9,22,25,18,2691,4735831.228422,2199357.640028,0.39,0.3,1,0,0,0,0,1,1,0,0,0.5900000000000001,0.54
2,15,3,8,6,2691,4735834.482764,2199356.608079,0.3,0.16,1,0,0,0,0,1,1,0,0,0.3,0.2
3,15,3,8,12,2691,4735834.482764,2199356.608079,0.3,0.2,1,0,0,0,0,1,1,0,0,0.31,0.31
4,15,3,8,18,2691,4735834.482764,2199356.608079,0.31,0.31,1,0,0,0,0,1,1,0,0,0.37,0.31
2,6,5,10,6,2691,4735837.340328,2199356.290533,0.2,0.12,1,0,0,0,0,1,1,0,0,0.21,0.12
2,1,17,2,6,2691,4735840.277193,2199355.973049,0.3,0.12,0,0,1,1,0,0,1,0,0,0.6499999999999999,0.25
3,1,17,2,12,2691,4735840.277193,2199355.973049,0.65,0.25,1,0,0,1,0,0,1,0,0,0.81,0.47
4,1,17,2,18,2691,4735840.277193,2199355.973049,0.81,0.47,1,0,0,1,0,0,1,0,0,1.08,1.06
2,15,3,8,6,2691,4735842.579069,2199355.020624,0.31,0.25,1,0,0,0,0,1,1,0,0,0.4,0.32
3,15,3,8,12,2691,4735842.579069,2199355.020624,0.4,0.32,1,0,0,0,0,1,1,0,0,0.42,0.46
4,15,3,8,18,2691,4735842.579069,2199355.020624,0.42,0.46,1,0,0,0,0,1,1,0,0,0.46,0.55
2,14,15,19,6,2691,4735841.094804,2199357.208658,0.2,0.12,1,0,0,1,0,0,1,0,0,0.3,0.19
3,14,15,19,12,2691,4735841.094804,2199357.208658,0.3,0.19,1,0,0,1,0,0,1,0,0,0.56,0.28
4,14,15,19,18,2691,4735841.094804,2199357.208658,0.56,0.28,1,0,0,1,0,0,1,0,0,0.8699999999999999,0.6000000000000001
2,8,13,13,6,2691,4735836.096818,2199358.116295,0.2,0.19,1,0,0,0,1,0,1,0,0,0.3,0.2
3,8,13,13,12,2691,4735836.096818,2199358.116295,0.3,0.2,1,0,0,0,1,0,1,0,0,0.4599999999999999,0.42
4,8,13,13,18,2691,4735836.096818,2199358.116295,0.46,0.42,1,0,0,0,1,0,1,0,0,0.8600000000000001,0.57
2,5,10,27,6,2691,4735833.609723,2199358.513033,0.42,0.1,1,0,0,0,1,0,1,0,0,0.5,0.12
3,5,10,27,12,2691,4735833.609723,2199358.513033,0.5,0.12,1,0,0,0,1,0,1,0,0,0.51,0.19
4,5,10,27,18,2691,4735833.609723,2199358.513033,0.51,0.19,1,0,0,0,1,0,1,0,0,0.62,0.31
2,1,17,2,6,2691,4735830.672798,2199360.021238,0.25,0.18,0,1,0,1,0,0,1,0,0,0.64,0.2
3,1,17,2,12,2691,4735830.672798,2199360.021238,0.64,0.2,1,0,0,1,0,0,1,0,0,1.24,0.8499999999999999
4,1,17,2,18,2691,4735830.672798,2199360.021238,1.24,0.85,1,0,0,1,0,0,1,0,0,2.56,1.45
2,11,20,0,6,2691,4735829.984901,2199361.873324,0.25,0.2,0,1,0,0,1,0,1,0,0,0.5,0.02
2,8,13,13,6,2691,4735828.450306,2199362.481917,0.25,0.1,1,0,0,0,1,0,1,0,0,0.32,0.15
3,8,13,13,12,2691,4735828.450306,2199362.481917,0.32,0.15,0,0,1,0,1,0,1,0,0,0.38,0.25
4,8,13,13,18,2691,4735828.450306,2199362.481917,0.38,0.25,1,0,0,0,1,0,1,0,0,0.63,0.35
2,11,20,0,6,2691,4735826.995081,2199364.572077,0.25,0.15,1,0,0,0,1,0,1,0,0,0.38,0.15
3,11,20,0,12,2691,4735826.995081,2199364.572077,0.38,0.15,1,0,0,0,1,0,1,0,0,0.39,0.15
4,11,20,0,18,2691,4735826.995081,2199364.572077,0.39,0.15,1,0,0,0,1,0,1,0,0,0.45,0.16
2,8,24,1,6,2691,4735804.637666,2199380.420661,0.37,0.15,1,0,0,0,0,1,1,0,0,0.73,0.4
3,8,24,1,12,2691,4735804.637666,2199380.420661,0.73,0.4,1,0,0,0,0,1,1,0,0,1.21,0.9
4,8,24,1,18,2691,4735804.637666,2199380.420661,1.21,0.9,1,0,0,0,0,1,1,0,0,1.37,0.9
2,2,7,11,6,2691,4735825.486983,2199366.133075,0.2,0.1,1,0,0,1,0,0,1,0,0,0.22,0.18
3,2,7,11,12,2691,4735825.486983,2199366.133075,0.22,0.18,1,0,0,1,0,0,1,0,0,0.24,0.28
4,2,7,11,18,2691,4735825.486983,2199366.133075,0.24,0.28,1,0,0,1,0,0,1,0,0,0.52,0.33
2,11,20,0,6,2691,4735824.111108,2199367.667719,0.32,0.13,1,0,0,0,1,0,1,0,0,0.34,0.15
3,11,20,0,12,2691,4735824.111108,2199367.667719,0.34,0.15,1,0,0,0,1,0,1,0,0,0.34,0.15
2,8,13,13,6,2691,4735822.814689,2199369.546286,0.25,0.12,0,0,1,0,1,0,1,0,0,0.43,0.17
3,8,13,13,12,2691,4735822.814689,2199369.546286,0.43,0.17,1,0,0,0,1,0,1,0,0,0.43,0.16
4,8,13,13,18,2691,4735822.814689,2199369.546286,0.43,0.16,1,0,0,0,1,0,1,0,0,0.45,0.44
2,22,25,28,6,2691,4735821.015529,2199371.26606,0.21,0.12,1,0,0,0,1,0,1,0,0,0.22,0.15
3,22,25,28,12,2691,4735821.015529,2199371.26606,0.22,0.15,1,0,0,0,1,0,1,0,0,0.4,0.25
4,22,25,28,18,2691,4735821.015529,2199371.26606,0.4,0.25,1,0,0,0,1,0,1,0,0,0.5,0.37
2,2,6,18,6,2691,4735819.242812,2199372.932943,0.27,0.13,1,0,0,1,0,0,1,0,0,0.26,0.13
3,2,6,18,12,2691,4735819.242812,2199372.932943,0.26,0.13,1,0,0,1,0,0,1,0,0,0.28,0.17
4,2,6,18,18,2691,4735819.242812,2199372.932943,0.28,0.17,1,0,0,1,0,0,1,0,0,0.28,0.27
2,11,20,0,6,2691,4735817.575895,2199374.229423,0.25,0.12,1,0,0,0,1,0,1,0,0,0.4,0.15
2,8,13,13,6,2691,4735816.067838,2199375.658174,0.44,0.18,1,0,0,0,1,0,1,0,0,0.53,0.25
3,8,13,13,12,2691,4735816.067838,2199375.658174,0.53,0.25,1,0,0,0,1,0,1,0,0,0.78,0.4
4,8,13,13,18,2691,4735816.067838,2199375.658174,0.78,0.4,1,0,0,0,1,0,1,0,0,1.29,0.45
2,11,20,0,6,2691,4735813.845252,2199377.245705,0.25,0.25,1,0,0,0,1,0,1,0,0,0.33,0.15
3,11,20,0,12,2691,4735813.845252,2199377.245705,0.33,0.15,1,0,0,0,1,0,1,0,0,0.33,0.15
4,11,20,0,18,2691,4735813.845252,2199377.245705,0.33,0.15,0,0,1,0,1,0,1,0,0,0.33,0.7
2,1,17,2,6,2691,4735811.702093,2199378.674363,0.24,0.3,1,0,0,1,0,0,1,0,0,1.05,0.8
3,1,17,2,12,2691,4735811.702093,2199378.674363,1.05,0.8,1,0,0,1,0,0,1,0,0,1.81,0.85
4,1,17,2,18,2691,4735811.702093,2199378.674363,1.81,0.85,1,0,0,1,0,0,1,0,0,2.72,1.4
2,8,13,13,6,2691,4735809.241478,2199380.420644,0.25,0.22,0,0,1,0,1,0,1,0,0,0.42,0.22
3,8,13,13,12,2691,4735809.241478,2199380.420644,0.42,0.22,1,0,0,0,1,0,1,0,0,0.42,0.25
4,8,13,13,18,2691,4735809.241478,2199380.420644,0.42,0.25,1,0,0,0,1,0,1,0,0,0.42,0.25
2,1,17,2,6,2691,4735807.17778,2199380.658742,0.35,0.32,1,0,0,1,0,0,1,0,0,1.05,0.65
3,1,17,2,12,2691,4735807.17778,2199380.658742,1.05,0.65,1,0,0,1,0,0,1,0,0,1.53,0.72
4,1,17,2,18,2691,4735807.17778,2199380.658742,1.53,0.72,1,0,0,1,0,0,1,0,0,1.53,1.08
2,5,10,27,6,2691,4735806.092972,2199381.822995,0.35,0.1,1,0,0,0,1,0,1,0,0,0.41,0.1
2,1,17,2,6,2691,4735801.409779,2199380.764577,0.21,0.25,1,0,0,1,0,0,1,0,0,1.03,0.62
3,1,17,2,12,2691,4735801.409779,2199380.764577,1.03,0.62,1,0,0,1,0,0,1,0,0,1.67,0.47
4,1,17,2,18,2691,4735801.409779,2199380.764577,1.67,0.47,1,0,0,1,0,0,1,0,0,2.75,1.2
2,7,2,29,6,2691,4735799.332809,2199380.142926,0.2,0.12,1,0,0,1,0,0,1,0,0,0.43,0.28
3,7,2,29,12,2691,4735799.332809,2199380.142926,0.43,0.28,1,0,0,1,0,0,1,0,0,0.54,0.2
4,7,2,29,18,2691,4735799.332809,2199380.142926,0.54,0.2,1,0,0,1,0,0,1,0,0,0.75,0.42
2,14,15,19,6,2691,4735799.994257,2199381.862716,0.2,0.09,1,0,0,1,0,0,1,0,0,0.33,0.14
3,14,15,19,12,2691,4735799.994257,2199381.862716,0.33,0.14,1,0,0,1,0,0,1,0,0,0.5,0.32
4,14,15,19,18,2691,4735799.994257,2199381.862716,0.5,0.32,1,0,0,1,0,0,1,0,0,0.69,0.6000000000000001
2,1,17,2,6,2691,4735801.780185,2199382.246302,0.21,0.28,1,0,0,1,0,0,1,0,0,0.6600000000000001,0.6200000000000001
3,1,17,2,12,2691,4735801.780185,2199382.246302,0.66,0.62,1,0,0,1,0,0,1,0,0,1.0,0.72
4,1,17,2,18,2691,4735801.780185,2199382.246302,1.0,0.72,1,0,0,1,0,0,1,0,0,1.63,1.25
2,2,7,11,6,2691,4735804.082071,2199382.643135,0.21,0.12,1,0,0,1,0,0,1,0,0,0.21,0.12
3,2,7,11,12,2691,4735804.082071,2199382.643135,0.21,0.12,1,0,0,1,0,0,1,0,0,0.3,0.16
4,2,7,11,18,2691,4735804.082071,2199382.643135,0.3,0.16,1,0,0,1,0,0,1,0,0,0.43,0.3399999999999999
2,1,17,2,6,2691,4735805.749035,2199383.436912,0.2,0.25,1,0,0,1,0,0,1,0,0,0.77,0.6599999999999999
3,1,17,2,12,2691,4735805.749035,2199383.436912,0.77,0.66,1,0,0,1,0,0,1,0,0,1.36,0.71
4,1,17,2,18,2691,4735805.749035,2199383.436912,1.36,0.71,1,0,0,1,0,0,1,0,0,2.34,1.31
2,14,15,19,6,2691,4735808.130333,2199383.198761,0.2,0.18,1,0,0,1,0,0,1,0,0,0.44,0.2
3,14,15,19,12,2691,4735808.130333,2199383.198761,0.44,0.2,1,0,0,1,0,0,1,0,0,0.74,0.31
4,14,15,19,18,2691,4735808.130333,2199383.198761,0.74,0.31,1,0,0,1,0,0,1,0,0,1.01,0.4599999999999999
2,7,2,29,6,2691,4735809.55897,2199382.166889,0.24,0.12,1,0,0,1,0,0,1,0,0,0.54,0.3299999999999999
3,7,2,29,12,2691,4735809.55897,2199382.166889,0.54,0.33,1,0,0,1,0,0,1,0,0,0.65,0.42
4,7,2,29,18,2691,4735809.55897,2199382.166889,0.65,0.42,1,0,0,1,0,0,1,0,0,0.68,0.42
2,15,3,8,6,2691,4735809.87648,2199378.436237,0.2,0.25,1,0,0,0,0,1,1,0,0,0.33,0.4
3,15,3,8,12,2691,4735809.87648,2199378.436237,0.33,0.4,1,0,0,0,0,1,1,0,0,0.35,0.48
4,15,3,8,18,2691,4735809.87648,2199378.436237,0.35,0.48,1,0,0,0,0,1,1,0,0,0.4,0.5
2,14,15,19,6,2691,4735811.543364,2199380.817576,0.2,0.13,1,0,0,1,0,0,1,0,0,0.37,0.2
3,14,15,19,12,2691,4735811.543364,2199380.817576,0.37,0.2,1,0,0,1,0,0,1,0,0,0.56,0.4
4,14,15,19,18,2691,4735811.543364,2199380.817576,0.56,0.4,1,0,0,1,0,0,1,0,0,0.76,0.64
2,1,17,2,6,2691,4735813.607142,2199378.991917,0.24,0.28,1,0,0,1,0,0,1,0,0,0.8,0.75
3,1,17,2,12,2691,4735813.607142,2199378.991917,0.8,0.75,1,0,0,1,0,0,1,0,0,1.22,0.75
4,1,17,2,18,2691,4735813.607142,2199378.991917,1.22,0.75,1,0,0,1,0,0,1,0,0,1.7,1.08
2,1,27,5,6,2691,4735815.512136,2199377.642444,0.22,0.22,1,0,0,1,0,0,1,0,0,0.22,0.23
3,1,27,5,12,2691,4735815.512136,2199377.642444,0.22,0.23,1,0,0,1,0,0,1,0,0,0.7,0.33
4,1,27,5,18,2691,4735815.512136,2199377.642444,0.7,0.33,1,0,0,1,0,0,1,0,0,1.37,0.8400000000000001
2,1,27,5,6,2691,4735817.972759,2199376.134366,0.21,0.18,1,0,0,1,0,0,1,0,0,0.5200000000000001,0.38
3,1,27,5,12,2691,4735817.972759,2199376.134366,0.52,0.38,1,0,0,1,0,0,1,0,0,0.9,0.4
4,1,27,5,18,2691,4735817.972759,2199376.134366,0.9,0.4,1,0,0,1,0,0,1,0,0,1.19,0.6000000000000001
2,1,17,2,6,2691,4735819.639724,2199374.943743,0.2,0.28,1,0,0,1,0,0,1,0,0,0.37,0.53
3,1,17,2,12,2691,4735819.639724,2199374.943743,0.37,0.53,1,0,0,1,0,0,1,0,0,0.5700000000000001,0.56
4,1,17,2,18,2691,4735819.639724,2199374.943743,0.57,0.56,1,0,0,1,0,0,1,0,0,0.72,0.76
2,7,2,29,6,2691,4735821.544675,2199373.276897,0.24,0.13,1,0,0,1,0,0,1,0,0,0.32,0.28
3,7,2,29,12,2691,4735821.544675,2199373.276897,0.32,0.28,1,0,0,1,0,0,1,0,0,0.32,0.28
4,7,2,29,18,2691,4735821.544675,2199373.276897,0.32,0.28,0,0,1,1,0,0,1,0,0,0.4,0.42
2,2,6,18,6,2691,4735822.973396,2199371.768816,0.48,0.17,1,0,0,1,0,0,1,0,0,0.55,0.21
3,2,6,18,12,2691,4735822.973396,2199371.768816,0.55,0.21,1,0,0,1,0,0,1,0,0,0.55,0.21
4,2,6,18,18,2691,4735822.973396,2199371.768816,0.55,0.21,1,0,0,1,0,0,1,0,0,0.6,0.3
2,14,15,19,6,2691,4735824.878366,2199369.704931,0.2,0.12,1,0,0,1,0,0,1,0,0,0.38,0.2
3,14,15,19,12,2691,4735824.878366,2199369.704931,0.38,0.2,1,0,0,1,0,0,1,0,0,0.72,0.27
4,14,15,19,18,2691,4735824.878366,2199369.704931,0.72,0.27,1,0,0,1,0,0,1,0,0,0.89,0.47
2,7,2,29,6,2691,4735826.62468,2199367.958792,0.22,0.19,1,0,0,1,0,0,1,0,0,0.48,0.25
3,7,2,29,12,2691,4735826.62468,2199367.958792,0.48,0.25,1,0,0,1,0,0,1,0,0,0.8,0.25
4,7,2,29,18,2691,4735826.62468,2199367.958792,0.8,0.25,1,0,0,1,0,0,1,0,0,0.8,0.25
2,1,17,2,6,2691,4735827.603571,2199366.239013,0.2,0.15,1,0,0,1,0,0,1,0,0,0.33,0.3399999999999999
3,1,17,2,12,2691,4735827.603571,2199366.239013,0.33,0.34,1,0,0,1,0,0,1,0,0,0.42,0.34
4,1,17,2,18,2691,4735827.603571,2199366.239013,0.42,0.34,1,0,0,1,0,0,1,0,0,0.71,0.5
2,9,22,25,6,2691,4735812.019611,2199377.166316,0.25,0.07,1,0,0,0,0,1,1,0,0,0.34,0.29
3,9,22,25,12,2691,4735812.019611,2199377.166316,0.34,0.29,1,0,0,0,0,1,1,0,0,0.48,0.29
4,9,22,25,18,2691,4735812.019611,2199377.166316,0.48,0.29,1,0,0,0,0,1,1,0,0,0.83,0.58
2,7,2,29,6,2691,4735831.567097,2199361.179726,0.23,0.18,1,0,0,1,0,0,1,0,0,0.3,0.22
2,7,2,29,6,2691,4735835.197227,2199359.836036,0.21,0.12,1,0,0,1,0,0,1,0,0,0.5400000000000001,0.3
3,7,2,29,12,2691,4735835.197227,2199359.836036,0.54,0.3,1,0,0,1,0,0,1,0,0,0.68,0.35
4,7,2,29,18,2691,4735835.197227,2199359.836036,0.68,0.35,1,0,0,1,0,0,1,0,0,1.18,0.43
2,1,27,5,6,2691,4735836.594179,2199359.856742,0.2,0.24,1,0,0,1,0,0,1,0,0,0.71,0.5700000000000001
3,1,27,5,12,2691,4735836.594179,2199359.856742,0.71,0.57,1,0,0,1,0,0,1,0,0,1.68,1.1
4,1,27,5,18,2691,4735836.594179,2199359.856742,1.68,1.1,1,0,0,1,0,0,1,0,0,3.8,2.35
2,14,15,19,6,2691,4735837.763645,2199359.492041,0.22,0.12,1,0,0,1,0,0,1,0,0,0.42,0.18
3,14,15,19,12,2691,4735837.763645,2199359.492041,0.42,0.18,1,0,0,1,0,0,1,0,0,0.47,0.37
4,14,15,19,18,2691,4735837.763645,2199359.492041,0.47,0.37,1,0,0,1,0,0,1,0,0,0.85,0.45
2,7,2,29,6,2691,4735840.727005,2199359.015808,0.2,0.15,1,0,0,1,0,0,1,0,0,0.38,0.26
3,7,2,29,12,2691,4735840.727005,2199359.015808,0.38,0.26,1,0,0,1,0,0,1,0,0,0.72,0.4
4,7,2,29,18,2691,4735840.727005,2199359.015808,0.72,0.4,1,0,0,1,0,0,1,0,0,1.03,0.43
2,14,15,19,6,2691,4735842.896566,2199358.989375,0.2,0.18,1,0,0,1,0,0,1,0,0,0.2,0.17
2,1,17,2,6,2691,4735815.750254,2199374.149935,0.29,0.37,1,0,0,1,0,0,1,0,0,0.55,0.6
3,1,17,2,12,2691,4735815.750254,2199374.149935,0.55,0.6,1,0,0,1,0,0,1,0,0,0.75,0.55
4,1,17,2,18,2691,4735815.750254,2199374.149935,0.75,0.55,1,0,0,1,0,0,1,0,0,0.93,0.83
2,8,24,1,6,2691,4735817.65534,2199372.562456,0.2,0.17,1,0,0,0,0,1,1,0,0,0.5699999999999998,0.21
3,8,24,1,12,2691,4735817.65534,2199372.562456,0.57,0.21,1,0,0,0,0,1,1,0,0,0.74,0.31
4,8,24,1,18,2691,4735817.65534,2199372.562456,0.74,0.31,1,0,0,0,0,1,1,0,0,0.88,0.39
2,13,11,21,6,2675,4736008.278202,2199465.846427,0.22,0.08,1,0,0,1,0,0,1,0,0,0.52,0.3
3,13,11,21,12,2675,4736008.278202,2199465.846427,0.52,0.3,1,0,0,1,0,0,1,0,0,1.1,0.47
4,13,11,21,18,2675,4736008.278202,2199465.846427,1.1,0.47,1,0,0,1,0,0,1,0,0,1.62,0.62
2,1,27,5,6,2675,4736027.640447,2199487.671863,0.2,0.25,0,0,1,1,0,0,1,0,0,1.11,0.7
3,1,27,5,12,2675,4736027.640447,2199487.671863,1.11,0.7,1,0,0,1,0,0,1,0,0,1.82,1.1
4,1,27,5,18,2675,4736027.640447,2199487.671863,1.82,1.1,1,0,0,1,0,0,1,0,0,2.36,1.4
2,2,6,18,6,2675,4736030.656746,2199489.894417,0.49,0.1,1,0,0,1,0,0,1,0,0,0.49,0.1
3,2,6,18,12,2675,4736030.656746,2199489.894417,0.49,0.1,1,0,0,1,0,0,1,0,0,0.49,0.24
4,2,6,18,18,2675,4736030.656746,2199489.894417,0.49,0.24,1,0,0,1,0,0,1,0,0,0.49,0.35
2,1,17,2,6,2675,4736033.831675,2199493.06941,0.24,0.09,0,0,1,1,0,0,1,0,0,0.52,0.5
3,1,17,2,12,2675,4736033.831675,2199493.06941,0.52,0.5,1,0,0,1,0,0,1,0,0,0.91,0.78
4,1,17,2,18,2675,4736033.831675,2199493.06941,0.91,0.78,1,0,0,1,0,0,1,0,0,1.36,0.93
2,13,11,21,6,2675,4736036.212874,2199495.291869,0.22,0.11,1,0,0,1,0,0,1,0,0,0.32,0.28
3,13,11,21,12,2675,4736036.212874,2199495.291869,0.32,0.28,1,0,0,1,0,0,1,0,0,0.5699999999999998,0.31
4,13,11,21,18,2675,4736036.212874,2199495.291869,0.57,0.31,1,0,0,1,0,0,1,0,0,0.75,0.38
2,8,24,1,6,2675,4736033.752256,2199497.911284,0.25,0.11,1,0,0,0,0,1,1,0,0,0.7,0.3
3,8,24,1,12,2675,4736033.752256,2199497.911284,0.7,0.3,1,0,0,0,0,1,1,0,0,0.76,0.25
4,8,24,1,18,2675,4736033.752256,2199497.911284,0.76,0.25,1,0,0,0,0,1,1,0,0,0.8,0.37
2,9,22,25,6,2675,4736030.974156,2199495.688815,0.21,0.13,1,0,0,0,0,1,1,0,0,0.32,0.13
2,8,24,1,6,2675,4736028.513577,2199493.069356,0.36,0.12,1,0,0,0,0,1,1,0,0,0.5,0.3
3,8,24,1,12,2675,4736028.513577,2199493.069356,0.5,0.3,1,0,0,0,0,1,1,0,0,0.8,0.7
4,8,24,1,18,2675,4736028.513577,2199493.069356,0.8,0.7,1,0,0,0,0,1,1,0,0,0.95,0.73
2,8,24,1,6,2675,4736020.020363,2199484.814369,0.26,0.2,1,0,0,0,0,1,1,0,0,1.04,0.39
3,8,24,1,12,2675,4736020.020363,2199484.814369,1.04,0.39,1,0,0,0,0,1,1,0,0,1.5,0.39
4,8,24,1,18,2675,4736020.020363,2199484.814369,1.5,0.39,1,0,0,0,0,1,1,0,0,1.5,0.89
2,1,27,5,6,2675,4736010.574762,2199468.383651,0.25,0.07,1,0,0,1,0,0,1,0,0,0.62,0.4
3,1,27,5,12,2675,4736010.574762,2199468.383651,0.62,0.4,1,0,0,1,0,0,1,0,0,1.5,0.8500000000000001
4,1,27,5,18,2675,4736010.574762,2199468.383651,1.5,0.85,1,0,0,1,0,0,1,0,0,1.5,1.15
2,0,12,7,6,2675,4736017.480376,2199481.956844,0.25,0.13,1,0,0,0,0,1,1,0,0,0.35,0.15
3,0,12,7,12,2675,4736017.480376,2199481.956844,0.35,0.15,1,0,0,0,0,1,1,0,0,0.58,0.19
4,0,12,7,18,2675,4736017.480376,2199481.956844,0.58,0.19,1,0,0,0,0,1,1,0,0,0.78,0.27
2,9,22,25,6,2675,4736015.183915,2199480.080953,0.21,0.15,1,0,0,0,0,1,1,0,0,0.44,0.24
3,9,22,25,12,2675,4736015.183915,2199480.080953,0.44,0.24,1,0,0,0,0,1,1,0,0,0.85,0.48
4,9,22,25,18,2675,4736015.183915,2199480.080953,0.85,0.48,1,0,0,0,0,1,1,0,0,1.4,0.51
2,8,24,1,6,2675,4736013.517021,2199478.096655,0.42,0.12,1,0,0,0,0,1,1,0,0,0.58,0.3
3,8,24,1,12,2675,4736013.517021,2199478.096655,0.58,0.3,1,0,0,0,0,1,1,0,0,1.5,0.78
4,8,24,1,18,2675,4736013.517021,2199478.096655,1.5,0.78,1,0,0,0,0,1,1,0,0,1.5,0.95
2,0,12,7,6,2675,4736012.008885,2199475.794809,0.38,0.14,0,1,0,0,0,1,1,0,0,0.42,0.14
2,8,24,1,6,2675,4736009.945126,2199472.77852,0.25,0.18,1,0,0,0,0,1,1,0,0,0.64,0.2
3,8,24,1,12,2675,4736009.945126,2199472.77852,0.64,0.2,1,0,0,0,0,1,1,0,0,1.13,0.7
4,8,24,1,18,2675,4736009.945126,2199472.77852,1.13,0.7,1,0,0,0,0,1,1,0,0,1.69,1.2
2,15,3,8,6,2675,4736008.27292,2199470.288681,0.66,0.05,1,0,0,0,0,1,1,0,0,0.66,0.2
3,15,3,8,12,2675,4736008.27292,2199470.288681,0.66,0.2,1,0,0,0,0,1,1,0,0,0.66,0.2
4,15,3,8,18,2675,4736008.27292,2199470.288681,0.66,0.2,1,0,0,0,0,1,1,0,0,0.66,0.22
2,8,24,1,6,2675,4736006.611446,2199468.386396,0.25,0.11,1,0,0,0,0,1,1,0,0,0.6,0.17
3,8,24,1,12,2675,4736006.611446,2199468.386396,0.6,0.17,1,0,0,0,0,1,1,0,0,0.9200000000000002,0.5
4,8,24,1,18,2675,4736006.611446,2199468.386396,0.92,0.5,1,0,0,0,0,1,1,0,0,1.29,0.96
2,13,11,21,6,2675,4736003.510428,2199470.526765,0.27,0.1,1,0,0,1,0,0,1,0,0,0.6000000000000001,0.43
3,13,11,21,12,2675,4736003.510428,2199470.526765,0.6,0.43,1,0,0,1,0,0,1,0,0,1.43,1.0
4,13,11,21,18,2675,4736003.510428,2199470.526765,1.43,1.0,1,0,0,1,0,0,1,0,0,2.27,1.24
2,1,17,2,6,2675,4736007.161646,2199475.448122,0.25,0.09,1,0,0,1,0,0,1,0,0,0.61,0.25
3,1,17,2,12,2675,4736007.161646,2199475.448122,0.61,0.25,1,0,0,1,0,0,1,0,0,1.0,0.6599999999999999
4,1,17,2,18,2675,4736007.161646,2199475.448122,1.0,0.66,1,0,0,1,0,0,1,0,0,1.6,1.1
2,1,17,2,6,2675,4736012.405809,2199470.079736,0.25,0.05,1,0,0,1,0,0,1,0,0,0.25,0.08
3,1,17,2,12,2675,4736012.405809,2199470.079736,0.25,0.08,1,0,0,1,0,0,1,0,0,1.0,0.86
4,1,17,2,18,2675,4736012.405809,2199470.079736,1.0,0.86,1,0,0,1,0,0,1,0,0,1.9,1.3
2,1,27,5,6,2675,4736008.90789,2199477.988057,0.2,0.17,1,0,0,1,0,0,1,0,0,1.2,0.63
3,1,27,5,12,2675,4736008.90789,2199477.988057,1.2,0.63,1,0,0,1,0,0,1,0,0,1.78,0.8
4,1,27,5,18,2675,4736008.90789,2199477.988057,1.78,0.8,1,0,0,1,0,0,1,0,0,2.42,1.35
2,2,7,11,6,2675,4736011.209805,2199480.686762,0.24,0.09,1,0,0,1,0,0,1,0,0,0.24,0.1
3,2,7,11,12,2675,4736011.209805,2199480.686762,0.24,0.1,1,0,0,1,0,0,1,0,0,0.24,0.18
4,2,7,11,18,2675,4736011.209805,2199480.686762,0.24,0.18,1,0,0,1,0,0,1,0,0,0.29,0.39
2,1,17,2,6,2675,4736013.352935,2199482.750598,0.22,0.18,1,0,0,1,0,0,1,0,0,1.0,0.55
3,1,17,2,12,2675,4736013.352935,2199482.750598,1.0,0.55,1,0,0,1,0,0,1,0,0,1.4,0.7
4,1,17,2,18,2675,4736013.352935,2199482.750598,1.4,0.7,1,0,0,1,0,0,1,0,0,1.64,1.0
2,1,27,5,6,2675,4736015.522487,2199484.827567,0.25,0.06,1,0,0,1,0,0,1,0,0,0.38,0.18
3,1,27,5,12,2675,4736015.522487,2199484.827567,0.38,0.18,1,0,0,1,0,0,1,0,0,0.55,0.47
4,1,27,5,18,2675,4736015.522487,2199484.827567,0.55,0.47,1,0,0,1,0,0,1,0,0,1.01,0.6
2,13,11,21,6,2675,4736017.480444,2199487.433723,0.22,0.12,1,0,0,1,0,0,1,0,0,0.5500000000000002,0.43
3,13,11,21,12,2675,4736017.480444,2199487.433723,0.55,0.43,1,0,0,1,0,0,1,0,0,0.96,0.5
4,13,11,21,18,2675,4736017.480444,2199487.433723,0.96,0.5,1,0,0,1,0,0,1,0,0,1.29,0.5
2,14,15,19,6,2675,4736020.099802,2199490.449946,0.2,0.13,1,0,0,1,0,0,1,0,0,0.56,0.29
3,14,15,19,12,2675,4736020.099802,2199490.449946,0.56,0.29,1,0,0,1,0,0,1,0,0,0.73,0.6499999999999999
